episode_id,target_batch,mf_batch,target_angle,mf_value,final_position,pose_error,distance_to_target,movement_restored,accuracy_percentage
37.0,1.0,1.0,0.5485582900935613,0.7,0.5701925121681706,0.0216342220746093,0.0216342220746093,99.09857408022461,99.09857408022461
38.0,2.0,1.0,1.2200681108886888,0.7,1.1077342976282323,0.11233381326045655,0.11233381326045655,95.31942444748098,95.31942444748098
39.0,3.0,1.0,1.9667939060492967,0.7,1.9906516494465079,0.02385774339721114,0.02385774339721114,99.00592735844954,99.00592735844953
40.0,0.0,1.0,0.34780801332638833,0.7,0.39450034021935404,0.04669232689296571,0.04669232689296571,98.05448637945976,98.05448637945976
41.0,1.0,1.0,0.7542805064631082,0.7,0.8260270001771859,0.07174649371407771,0.07174649371407771,97.01056276191343,97.01056276191343
42.0,2.0,1.0,1.4985165765820794,0.7,1.6222745671803755,0.12375799059829617,0.12375799059829617,94.84341705840433,94.84341705840433
43.0,3.0,1.0,1.9361528253448475,0.7,1.9015706025197103,0.03458222282513712,0.03458222282513712,98.55907404895262,98.55907404895262
44.0,0.0,1.0,0.11514781260216045,0.7,0.11980528137024327,0.0046574687680828175,0.0046574687680828175,99.80593880132989,99.80593880132989
45.0,1.0,1.0,0.9837144282206385,0.7,0.9669979835962432,0.016716444624395255,0.016716444624395255,99.30348147398352,99.30348147398354
46.0,2.0,1.0,1.0086813443583222,0.7,1.0401615292715525,0.031480184913230236,0.031480184913230236,98.6883256286154,98.6883256286154
47.0,3.0,1.0,1.8940062414355245,0.7,1.9925213583087158,0.09851511687319126,0.09851511687319126,95.89520346361704,95.89520346361702
48.0,0.0,1.0,0.30830692876875115,0.7,0.31329183698848556,0.0049849082197344075,0.0049849082197344075,99.7922954908444,99.7922954908444
49.0,1.0,1.0,0.5085373786464618,0.7,0.5167760266302741,0.008238647983812353,0.008238647983812353,99.65672300067449,99.65672300067449
50.0,2.0,2.0,1.2862224863114615,0.8,1.2247490294378438,0.061473456873617716,0.061473456873617716,97.43860596359926,97.43860596359926
51.0,3.0,2.0,1.7205346676120927,0.8,1.8598554832398366,0.1393208156277439,0.1393208156277439,94.19496601551067,94.19496601551067
52.0,0.0,2.0,0.31812530365365466,0.8,0.31670816770166355,0.0014171359519911109,0.0014171359519911109,99.94095266866704,99.94095266866704
53.0,1.0,2.0,0.6577061552487624,0.8,0.673563937700712,0.015857782451949576,0.015857782451949576,99.3392590645021,99.3392590645021
54.0,2.0,2.0,1.1815802495335734,0.8,1.119822916937697,0.06175733259587646,0.06175733259587646,97.42677780850515,97.42677780850515
55.0,3.0,2.0,1.6701780241500097,0.8,1.047929349421058,0.6222486747289517,0.6222486747289517,74.07297188629367,74.07297188629367
56.0,0.0,2.0,0.27821462244380357,0.8,0.3317980579008471,0.05358343545704353,0.05358343545704353,97.76735685595652,97.76735685595652
57.0,1.0,2.0,0.7664630141130155,0.8,0.8304026638572155,0.06393964974419997,0.06393964974419997,97.335847927325,97.335847927325
58.0,2.0,2.0,1.407828392950722,0.8,1.5224188854851906,0.11459049253446851,0.11459049253446851,95.22539614439714,95.22539614439715
59.0,3.0,2.0,1.7201837740396724,0.8,1.7476908225198782,0.027507048480205798,0.027507048480205798,98.85387297999142,98.85387297999142
60.0,0.0,2.0,0.09125296142950656,0.8,0.08988089717156633,0.001372064257940231,0.001372064257940231,99.94283065591915,99.94283065591915
61.0,1.0,2.0,0.7953638239674159,0.8,0.7800251509408117,0.015338673026604188,0.015338673026604188,99.3608886238915,99.3608886238915
62.0,2.0,2.0,1.362234855875684,0.8,1.509047179478027,0.14681232360234286,0.14681232360234286,93.88281984990238,93.88281984990238
63.0,3.0,2.0,1.9968011865305342,0.8,2.0897568971859575,0.0929557106554233,0.0929557106554233,96.12684538935736,96.12684538935736
64.0,0.0,2.0,0.08231419547904784,0.8,0.09196955655747781,0.009655361078429972,0.009655361078429972,99.59769328839874,99.59769328839874
65.0,1.0,2.0,0.8688213801707451,0.8,0.9207131622119523,0.05189178204120726,0.05189178204120726,97.83784241494969,97.83784241494969
66.0,2.0,2.0,1.0566648821606424,0.8,1.1260426010081792,0.06937771884753685,0.06937771884753685,97.10926171468597,97.10926171468597
67.0,3.0,2.0,1.9509384038243047,0.8,2.20698337158774,0.2560449677634351,0.2560449677634351,89.33145967652354,89.33145967652354
68.0,0.0,2.0,0.3906103418316734,0.8,0.38162336898332566,0.008986972848347763,0.008986972848347763,99.6255427979855,99.62554279798552
69.0,1.0,2.0,0.7463174349023337,0.8,0.7511856008752527,0.0048681659729189475,0.0048681659729189475,99.79715975112838,99.79715975112838
70.0,2.0,2.0,1.304234235603477,0.8,1.393736589353716,0.08950235375023885,0.08950235375023885,96.27073526040671,96.27073526040671
71.0,3.0,2.0,1.6059393429280364,0.8,1.2332254799784101,0.3727138629496263,0.3727138629496263,84.47025571043224,84.47025571043224
72.0,0.0,2.0,0.060036511479480914,0.8,0.07149091608177405,0.011454404602293133,0.011454404602293133,99.52273314157112,99.52273314157112
73.0,1.0,2.0,0.5852742917972564,0.8,0.5867833757075631,0.0015090839103066855,0.0015090839103066855,99.93712150373722,99.93712150373723
74.0,2.0,2.0,1.2271929148499425,0.8,1.3772481975970277,0.15005528274708513,0.15005528274708513,93.74769655220479,93.74769655220479
75.0,3.0,3.0,1.9165434134286088,0.9,2.2214727630347464,0.3049293496061376,0.3049293496061376,87.2946104330776,87.29461043307761
76.0,0.0,3.0,0.16925941495270375,0.9,0.18780177366520057,0.01854235871249682,0.01854235871249682,99.22740172031263,99.22740172031264
77.0,1.0,3.0,0.526620007538271,0.9,0.609538893887146,0.08291888634887501,0.08291888634887501,96.54504640213021,96.54504640213021
78.0,2.0,3.0,1.3180062357229863,0.9,1.3788133759773409,0.06080714025435463,0.06080714025435463,97.46636915606855,97.46636915606855
79.0,3.0,3.0,1.5595164596824613,0.9,1.6631759208091812,0.10365946112671987,0.10365946112671987,95.68085578638667,95.68085578638667
80.0,0.0,3.0,0.016399876393045576,0.9,0.02412530662341442,0.007725430230368844,0.007725430230368844,99.67810707373464,99.67810707373464
81.0,1.0,3.0,0.6853925346244458,0.9,0.692234012362111,0.006841477737665191,0.006841477737665191,99.71493842759729,99.71493842759729
82.0,2.0,3.0,1.252776787736753,0.9,1.4348845126334548,0.1821077248967018,0.1821077248967018,92.4121781293041,92.4121781293041
83.0,3.0,3.0,1.6054621598843446,0.9,1.8359446168406428,0.2304824569562982,0.2304824569562982,90.39656429348757,90.39656429348757
84.0,0.0,3.0,0.36141346898901705,0.9,0.3459684666499379,0.015445002339079139,0.015445002339079139,99.3564582358717,99.3564582358717
85.0,1.0,3.0,0.7847271518496348,0.9,0.8078181780523809,0.023091026202746057,0.023091026202746057,99.03787390821891,99.03787390821891
86.0,2.0,3.0,1.2739401959394767,0.9,0.7752078982375697,0.49873229770190697,0.49873229770190697,79.21948759575388,79.21948759575388
87.0,3.0,3.0,1.5184067657399904,0.9,1.7024122722983008,0.18400550655831038,0.18400550655831038,92.33310389340373,92.33310389340373
88.0,0.0,3.0,0.4986972847784654,0.9,0.5175040609404993,0.018806776162033856,0.018806776162033856,99.21638432658192,99.21638432658192
89.0,1.0,3.0,0.9416829413332246,0.9,1.0484553918612611,0.10677245052803652,0.10677245052803652,95.55114789466515,95.55114789466515
90.0,2.0,3.0,1.0631217266781012,0.9,1.0847665813621674,0.021644854684066184,0.021644854684066184,99.09813105483057,99.09813105483057
91.0,3.0,3.0,1.5087937101302782,0.9,1.701222196726974,0.19242848659669587,0.19242848659669587,91.98214639180433,91.98214639180435
92.0,0.0,3.0,0.22855130246161792,0.9,0.25301231971222427,0.024461017250606343,0.024461017250606343,98.9807909478914,98.9807909478914
93.0,1.0,3.0,0.737887157374544,0.9,0.7829820276522665,0.04509487027772252,0.04509487027772252,98.12104707176157,98.12104707176155
94.0,2.0,3.0,1.0953304865422107,0.9,1.096979377508267,0.00164889096605636,0.00164889096605636,99.93129620974766,99.93129620974766
95.0,3.0,3.0,1.8818798155209409,0.9,2.1117196503795226,0.22983983485858173,0.22983983485858173,90.42334021422576,90.42334021422576
96.0,0.0,3.0,0.37494690935393765,0.9,0.3865860876175705,0.011639178263632866,0.011639178263632866,99.51503423901529,99.51503423901529
97.0,1.0,3.0,0.7804249081897399,0.9,0.8699661278707282,0.08954121968098838,0.08954121968098838,96.26911584662548,96.26911584662548
98.0,2.0,3.0,1.4614864800159992,0.9,1.2999781978690874,0.16150828214691182,0.16150828214691182,93.27048824387867,93.27048824387867
99.0,3.0,3.0,1.7461794436259008,0.9,1.1422890721132881,0.6038903715126127,0.6038903715126127,74.83790118697448,74.83790118697446
