set,step,latency_ms
0,0,4.455899994354695
0,1,1.1190000077476725
0,2,1.2610999983735383
0,3,1.1301000049570575
0,4,1.1038999946322292
0,5,1.0631000041030347
0,6,1.0188000014750287
0,7,1.4526000013574958
0,8,1.09859999793116
0,9,1.3526999973692
0,10,1.4780000055907294
0,11,2.559200001996942
0,12,1.1803000088548288
0,13,1.9519000052241609
0,14,1.3362000026972964
0,15,1.0923999943770468
0,16,1.2406000023474917
0,17,1.2190000124974176
0,18,1.4370999997481704
0,19,1.24379999761004
0,20,1.2432000075932592
0,21,1.1304999934509397
0,22,1.1209999938728288
0,23,1.0557999921729788
0,24,1.047800004016608
0,25,1.0335999977542087
0,26,1.1931000044569373
0,27,1.1377999908290803
0,28,1.0986999986926094
0,29,1.0608000011416152
0,30,1.050599996233359
0,31,1.2127999943913892
0,32,1.072099999873899
0,33,1.065000004018657
0,34,1.400000008288771
0,35,1.2147999950684607
0,36,1.1884999985340983
0,37,1.1471000034362078
0,38,1.217299999552779
0,39,1.1724999931175262
0,40,1.1264000058872625
0,41,1.2215000024298206
0,42,1.124700007494539
0,43,1.4093999925535172
0,44,1.3879000034648925
0,45,1.501299993833527
0,46,1.2971999967703596
0,47,1.6876000008778647
0,48,1.4931999903637916
0,49,1.298200004384853
0,50,1.2568000092869624
0,51,1.4235999988159165
0,52,1.141300002927892
0,53,1.589599996805191
0,54,1.2275999906705692
0,55,1.268699998036027
0,56,1.3363000034587458
0,57,1.145999995060265
0,58,1.1911000037798658
0,59,1.2144999927841127
0,60,1.4152000076137483
0,61,1.6699999978300184
0,62,1.537599993753247
0,63,1.3572000025305897
0,64,4.168900006334297
0,65,1.2092999968444929
0,66,1.4798000047449023
0,67,1.3804999907733873
0,68,1.6134999896166846
0,69,1.2497999996412545
0,70,1.2795999937225133
0,71,1.6253000067081302
0,72,1.09790000715293
0,73,1.4542999997502193
0,74,1.51269999332726
0,75,1.394500010064803
0,76,1.3132000021869317
0,77,1.1095999943790957
0,78,1.250899993465282
0,79,1.273000001674518
0,80,1.1975999950664118
0,81,1.0992999887093902
0,82,1.0695000091800466
0,83,1.0481999925104901
0,84,1.2700999941444024
0,85,1.1399999930290505
0,86,1.1553000076673925
0,87,1.2624999944819137
0,88,1.1134000087622553
0,89,1.0725000029196963
0,90,1.0243999859085307
0,91,2.1951999951852486
0,92,1.0799000010592863
0,93,1.2280000082682818
0,94,1.1189000069862232
0,95,1.1277999874437228
0,96,1.217299999552779
0,97,1.180999999633059
0,98,1.1577999975997955
0,99,1.36009999550879
1,0,1.6824000049382448
1,1,1.4091999910306185
1,2,1.0233000066364184
1,3,1.1484999995445833
1,4,1.0168000007979572
1,5,1.0096000041812658
1,6,1.1838999926112592
1,7,1.1089999898103997
1,8,0.9922000026563182
1,9,1.2300999951548874
1,10,1.142900000559166
1,11,1.006599995889701
1,12,1.1747000098694116
1,13,1.1277000012341887
1,14,0.996499991742894
1,15,1.1252000113017857
1,16,1.0227000020677224
1,17,1.0660999978426844
1,18,1.212100003613159
1,19,1.0301000002073124
1,20,1.0034000006271526
1,21,1.2204999948153272
1,22,1.0036000021500513
1,23,1.2786000006599352
1,24,1.1357000039424747
1,25,1.0246000019833446
1,26,1.2193000002298504
1,27,1.0853999992832541
1,28,1.305900004808791
1,29,1.1801999935414642
1,30,1.015200003166683
1,31,1.1150000063935295
1,32,1.0983000101987273
1,33,0.9942000033333898
1,34,1.144399997428991
1,35,0.9995000000344589
1,36,1.0069999989354983
1,37,1.181399988126941
1,38,1.030300001730211
1,39,0.9915999980876222
1,40,1.2492000096244738
1,41,1.021300005959347
1,42,1.0143000108655542
1,43,1.2841999996453524
1,44,1.1451000027591363
1,45,1.1212999961571768
1,46,1.051500003086403
1,47,1.2596999877132475
1,48,1.5104000049177557
1,49,1.298200004384853
1,50,1.0845000069821253
1,51,1.2839999981224537
1,52,1.1770999990403652
1,53,1.2728000001516193
1,54,1.2123000051360577
1,55,1.276399998459965
1,56,1.1821000080090016
