seed,condition,task,assisted,mf_start,summed_activation,pearson_r,goal,final_angle
0,A,152,0,0.822801410654669,8.690249964088027,-0.8159522109814317,0,-9.739969638355044e-05
0,A,153,0,0.8229068176464569,8.59291519982203,-0.8170403104841704,0,-0.00014513033210690043
0,A,154,0,0.823009246407772,8.49735758367746,-0.811668032051578,0,-7.98748659041699e-05
0,A,155,0,0.8231087515221392,8.403544666344239,-0.7762119926952835,0,-0.00028845229843612257
0,A,156,0,0.8232053865762984,8.311444593255846,-0.7974309048462251,0,-0.00023489720138097616
0,A,157,0,0.8232992041784044,8.221026066788875,-0.7562382266644939,0,-3.589795125042002e-05
0,A,158,0,0.8233902559758977,8.132258450225315,-0.8075102388610343,0,-6.91980760180958e-05
0,A,159,0,0.8234785926730477,8.045111509400723,-0.802909342047217,0,-0.00021772789271245243
0,A,160,0,0.823564264048177,7.959555764426959,-0.7485689890356536,0,-3.344128626715545e-05
0,A,161,0,0.8236473189705679,7.875562139398953,-0.774737666654152,0,-0.00029197478684346535
0,A,162,0,0.8237278054170644,7.793102041334223,-0.6673512027537827,0,-2.3831577696573026e-05
0,A,163,0,0.8238057704883689,7.712147576270097,-0.8009432475248549,0,-0.00022464887494312867
0,A,164,0,0.8238812604250402,7.632671185629397,-0.7980895399024097,0,-0.00023362882451558213
0,A,165,0,0.8239543206232005,7.554645938009257,-0.7544080286333792,0,-0.00033178134849478
0,A,166,0,0.8240249956499571,7.478045312039108,-0.7831635229439877,0,-4.363468593793009e-05
0,A,167,0,0.82409332925854,7.4028432853112,-0.8158380739305149,0,-0.0001609960152194188
0,A,168,0,0.8241593644031644,7.329014383085223,-0.8178564453675101,0,-0.00014484615441837028
0,A,169,0,0.8242231432536212,7.256533450005417,-0.7525198417878491,0,-0.0003352672814285133
0,A,170,0,0.8242847072096017,7.185375952536969,-0.8135890214032521,0,-0.00017503877074071938
0,A,171,0,0.8243440969147601,7.11551771244881,-0.8145787705592528,0,-0.00016975564135561136
0,A,172,0,0.8244013522705197,7.0469349669393475,-0.7817775518767048,0,-0.0002768388915704125
0,A,173,0,0.8244565124496263,6.979604489216266,-0.7426331317602323,0,-0.000352195949888684
0,A,174,0,0.8245096159094553,6.91350339547441,-0.740433600271952,0,-0.0003558134665901129
0,A,175,0,0.8245607004050747,6.848609204894584,-0.8194657677663171,0,-0.00011905896480100822
0,A,176,0,0.8246098030020694,6.784899942275186,-0.8076542757897952,0,-0.0002023089038830419
0,A,177,0,0.8246569600891339,6.722353909469228,-0.8195698115139552,0,-0.00011923516745723773
0,A,178,0,0.8247022073904294,6.660949923656755,-0.7980541508535772,0,-5.1393333362277826e-05
0,A,179,0,0.8247455799777225,6.600667135919472,-0.7930720468319243,0,-0.00024895483650979054
0,A,180,0,0.8247871122822955,6.541485046323833,-0.8169282869097987,0,-0.0001566234074414578
0,A,181,0,0.8248268381066451,6.483383577918183,-0.7440816085352964,0,-0.00035000960324810336
