step,time,jpos,jvel,mlen,act,reward,cumulative_reward,solved,pose_err,force_scale,activation_slowdown,ctrl
67,1.34,[0.8703],[1.3526],[6.0977 0.2456 0.154  0.1438 0.3309 0.2649 0.1117],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.1635593590083713,-143.77811980954277,False,[0.8297],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
68,1.36,[0.8966],[1.2809],[6.2819 0.2461 0.1545 0.1443 0.3301 0.2641 0.1114],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.137271985609181,-145.91539179515195,False,[0.8034],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
69,1.3800000000000001,[0.9213],[1.1954],[6.4549 0.2465 0.1549 0.1448 0.3294 0.2633 0.1111],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.1125724208193395,-148.02796421597128,False,[0.7787],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
70,1.4000000000000001,[0.9442],[1.0976],[6.615  0.2469 0.1553 0.1452 0.3286 0.2626 0.1109],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.089721236854557,-150.11768545282584,False,[0.7558],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
71,1.42,[0.9649],[0.9892],[6.7606 0.2473 0.1557 0.1456 0.328  0.2619 0.1106],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.068946160054219,-152.18663161288006,False,[0.7351],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
72,1.44,[0.9834],[0.872],[6.8903 0.2476 0.1561 0.1459 0.3274 0.2613 0.1104],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.0504386832557038,-154.23707029613576,False,[0.7166],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
73,1.46,[0.9995],[0.7481],[7.003  0.2479 0.1563 0.1462 0.3269 0.2608 0.1102],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.0343519463804918,-156.27142224251625,False,[0.7005],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
74,1.48,[1.0131],[0.6194],[7.0979 0.2482 0.1566 0.1464 0.3264 0.2604 0.11  ],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.020799810569,-158.29222205308525,False,[0.6869],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
75,1.5,[1.024],[0.4878],[7.1746 0.2484 0.1568 0.1466 0.3261 0.26   0.1098],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.009856970714557,-160.30207902379982,False,[0.676],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
76,1.52,[1.0323],[0.3552],[7.2327 0.2485 0.1569 0.1468 0.3258 0.2597 0.1097],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.0015599027667275,-162.30363892656655,False,[0.6677],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
77,1.54,[1.038],[0.2234],[7.2723 0.2486 0.157  0.1469 0.3256 0.2596 0.1096],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-1.9959084272007535,-164.2995473537673,False,[0.662],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
78,1.56,[1.041],[0.0941],[7.2936 0.2486 0.1571 0.1469 0.3255 0.2595 0.1096],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-1.992867685063198,-166.2924150388305,False,[0.659],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
79,1.58,[1.0415],[-0.0311],[7.2971 0.2487 0.1571 0.1469 0.3255 0.2594 0.1096],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-1.9923703608438605,-168.28478539967438,False,[0.6585],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
80,1.6,[1.0396],[-0.1508],[7.2834 0.2486 0.1571 0.1469 0.3255 0.2595 0.1096],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-1.9943190497030465,-170.27910444937743,False,[0.6604],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
81,1.62,[1.0353],[-0.2637],[7.2535 0.2485 0.157  0.1468 0.3257 0.2596 0.1097],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-1.9985887476627142,-172.27769319704015,False,[0.6647],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
82,1.6400000000000001,[1.0289],[-0.3685],[7.2084 0.2484 0.1569 0.1467 0.3259 0.2599 0.1098],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.00502936432904,-174.28272256136918,False,[0.6711],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
83,1.6600000000000001,[1.0204],[-0.4642],[7.1493 0.2483 0.1567 0.1466 0.3262 0.2601 0.1099],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.013468287085984,-176.29619084845515,False,[0.6796],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
84,1.68,[1.0102],[-0.5499],[7.0775 0.2481 0.1565 0.1464 0.3265 0.2605 0.11  ],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.0237130893053856,-178.31990393776053,False,[0.6898],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
85,1.7,[0.9983],[-0.6249],[6.9945 0.2479 0.1563 0.1462 0.3269 0.2609 0.1102],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.0355544411273185,-180.35545837888785,False,[0.7017],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
86,1.72,[0.9851],[-0.6884],[6.9019 0.2477 0.1561 0.1459 0.3273 0.2613 0.1103],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.04876926544632,-182.40422764433416,False,[0.7149],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
87,1.74,[0.9708],[-0.74],[6.8014 0.2474 0.1558 0.1457 0.3278 0.2617 0.1105],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.0631241531061377,-184.4673517974403,False,[0.7292],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
88,1.76,[0.9555],[-0.7795],[6.6945 0.2471 0.1556 0.1454 0.3283 0.2622 0.1107],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.078379013759581,-186.5457308111999,False,[0.7445],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
89,1.78,[0.9396],[-0.8069],[6.583  0.2468 0.1553 0.1451 0.3288 0.2627 0.1109],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.094290899001415,-188.6400217102013,False,[0.7604],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
90,1.8,[0.9233],[-0.8223],[6.4686 0.2465 0.155  0.1448 0.3293 0.2632 0.1111],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.1106178989746107,-190.75063960917592,False,[0.7767],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
91,1.82,[0.9068],[-0.826],[6.353  0.2462 0.1547 0.1445 0.3298 0.2637 0.1113],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.1271229884483036,-192.8777625976242,False,[0.7932],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
92,1.84,[0.8903],[-0.8185],[6.2377 0.2459 0.1544 0.1442 0.3303 0.2642 0.1115],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.143577687210109,-195.0213402848343,False,[0.8097],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
93,1.86,[0.8741],[-0.8004],[6.1243 0.2456 0.1541 0.1439 0.3308 0.2647 0.1117],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.1597654038579073,-197.1811056886922,False,[0.8259],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
94,1.8800000000000001,[0.8584],[-0.7727],[6.0142 0.2453 0.1538 0.1436 0.3313 0.2652 0.1119],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.1754843732164213,-199.35659006190863,False,[0.8416],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
95,1.9000000000000001,[0.8433],[-0.7362],[5.9086 0.2451 0.1535 0.1433 0.3317 0.2656 0.1121],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.190550451788291,-201.54714051369692,False,[0.8567],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
96,1.92,[0.8291],[-0.6919],[5.8088 0.2448 0.1532 0.1431 0.3321 0.2661 0.1122],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.204799378733803,-203.75193989243073,False,[0.8709],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
97,1.94,[0.8158],[-0.641],[5.7157 0.2445 0.153  0.1428 0.3325 0.2664 0.1124],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2180878376778814,-205.9700277301086,False,[0.8842],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
98,1.96,[0.8036],[-0.5844],[5.6301 0.2443 0.1527 0.1426 0.3328 0.2668 0.1125],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2302938943408837,-208.2003216244495,False,[0.8964],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
99,1.98,[0.7926],[-0.5233],[5.5529 0.2441 0.1525 0.1424 0.3332 0.2671 0.1126],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.241316971625313,-210.4416385960748,False,[0.9074],0.8242625962404506,2.1102874836746293,"[0.0000e+00 5.5278e-04 5.5278e-04 5.5278e-04 9.2414e-01 9.2414e-01
 9.2414e-01]"
