step,time,exo_action,exo_torque,jpos,jvel,mlen,act,reward,cumulative_reward,solved,pose_err,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,ctrl
47,0.9400000000000001,[1.],1.0,[1.5294],[-1.1952],[10.7582  0.2577  0.1658  0.1556  0.3086  0.2423  0.102 ],[0.0144 0.0015 0.0257 0.9241 0.9245 0.9241],-1.8048598620252627,95.39219611388675,False,[0.4706],[2.0209e-03 6.2083e-04 4.9278e-03 9.2399e-01 9.2442e-01 9.2399e-01],[0.9974 0.9991 0.9943 0.0701 0.0705 0.07  ],[0.0006 0.0002 0.0008 0.0059 0.0051 0.006 ],0.0031145302476714206,0.8275665088902681,1.227341848229487,"[1.0000e+00 2.0209e-03 6.2083e-04 4.9278e-03 9.2399e-01 9.2441e-01
 9.2399e-01]"
48,0.96,[1.],1.0,[1.5074],[-1.0186],[10.6036  0.2574  0.1654  0.1553  0.3095  0.2432  0.1024],[0.0119 0.0014 0.0214 0.9243 0.9242 0.9243],-1.826793262815828,93.56540285107093,False,[0.4926],[1.6513e-03 6.0367e-04 3.8170e-03 9.2440e-01 9.2399e-01 9.2440e-01],[0.9977 0.9992 0.9954 0.0695 0.0707 0.0694],[0.0006 0.0002 0.0008 0.0061 0.0053 0.0062],0.003198721657097357,0.8275665088902681,1.227341848229487,"[1.0000e+00 1.6513e-03 6.0367e-04 3.8170e-03 9.2440e-01 9.2399e-01
 9.2440e-01]"
49,0.98,[1.],1.0,[1.489],[-0.8388],[10.4742  0.2571  0.1651  0.1549  0.3102  0.2439  0.1028],[0.0099 0.0013 0.0178 0.9241 0.9243 0.9241],-1.8450411021474147,91.72036174892351,False,[0.511],[1.3750e-03 5.9082e-04 2.9909e-03 9.2399e-01 9.2440e-01 9.2399e-01],[0.998  0.9992 0.9963 0.0697 0.0702 0.0696],[0.0006 0.0002 0.0008 0.0063 0.0054 0.0064],0.003282543479627161,0.8275665088902681,1.227341848229487,"[1.0000e+00 1.3750e-03 5.9082e-04 2.9909e-03 9.2399e-01 9.2440e-01
 9.2399e-01]"
50,1.0,[1.],1.0,[1.4742],[-0.6577],[10.3702  0.2568  0.1649  0.1547  0.3108  0.2445  0.1031],[0.0082 0.0012 0.0148 0.9243 0.9241 0.9243],-1.8598639763902347,89.86049777253328,False,[0.5258],[1.1683e-03 5.8118e-04 2.3754e-03 9.2440e-01 9.2399e-01 9.2440e-01],[0.9982 0.9992 0.9969 0.0692 0.0704 0.0691],[0.0006 0.0002 0.0008 0.0064 0.0056 0.0065],0.0033666388721844895,0.8275665088902681,1.227341848229487,"[1.0000e+00 1.1683e-03 5.8118e-04 2.3754e-03 9.2440e-01 9.2399e-01
 9.2440e-01]"
51,1.02,[1.],1.0,[1.4631],[-0.4771],[10.2917  0.2567  0.1647  0.1545  0.3113  0.245   0.1033],[0.0069 0.0012 0.0123 0.9241 0.9243 0.9241],-1.8709232617797062,87.98957451075357,False,[0.5369],[1.0137e-03 5.7396e-04 1.9160e-03 9.2399e-01 9.2440e-01 9.2399e-01],[0.9984 0.9992 0.9973 0.0694 0.0698 0.0693],[0.0006 0.0002 0.0008 0.0066 0.0058 0.0067],0.0034503697885727228,0.8275665088902681,1.227341848229487,"[1.0000e+00 1.0137e-03 5.7396e-04 1.9160e-03 9.2399e-01 9.2440e-01
 9.2399e-01]"
52,1.04,[1.],1.0,[1.4555],[-0.2988],[10.2384  0.2565  0.1646  0.1544  0.3116  0.2453  0.1034],[0.0058 0.0012 0.0102 0.9243 0.9241 0.9243],-1.8785617512370243,86.11101275951654,False,[0.5445],[8.9793e-04 5.6855e-04 1.5729e-03 9.2440e-01 9.2399e-01 9.2440e-01],[0.9985 0.9992 0.9977 0.0688 0.0701 0.0687],[0.0006 0.0002 0.0008 0.0068 0.006  0.0069],0.0035344050728947202,0.8275665088902681,1.227341848229487,"[1.0000e+00 8.9793e-04 5.6855e-04 1.5729e-03 9.2440e-01 9.2399e-01
 9.2440e-01]"
53,1.06,[1.],1.0,[1.4514],[-0.1243],[10.2099  0.2565  0.1645  0.1543  0.3117  0.2454  0.1035],[0.0049 0.0011 0.0085 0.9241 0.9243 0.9241],-1.8825200297062614,84.22849272981028,False,[0.5486],[8.1124e-04 5.6450e-04 1.3164e-03 9.2399e-01 9.2440e-01 9.2399e-01],[0.9986 0.9992 0.9979 0.0691 0.0695 0.069 ],[0.0006 0.0002 0.0008 0.0069 0.0061 0.007 ],0.003618071349127198,0.8275665088902681,1.227341848229487,"[1.0000e+00 8.1124e-04 5.6450e-04 1.3164e-03 9.2399e-01 9.2440e-01
 9.2399e-01]"
54,1.08,[1.],1.0,[1.4508],[0.0449],[10.2056  0.2565  0.1645  0.1543  0.3118  0.2454  0.1035],[0.0041 0.0011 0.0071 0.9243 0.9241 0.9243],-1.8832069888307306,82.34528574097955,False,[0.5492],[7.4632e-04 5.6146e-04 1.1245e-03 9.2440e-01 9.2399e-01 9.2440e-01],[0.9986 0.9992 0.9981 0.0685 0.0697 0.0684],[0.0006 0.0002 0.0008 0.0071 0.0063 0.0072],0.0037020659571690893,0.8275665088902681,1.227341848229487,"[1.0000e+00 7.4632e-04 5.6146e-04 1.1245e-03 9.2440e-01 9.2399e-01
 9.2440e-01]"
55,1.1,[1.],1.0,[1.4535],[0.2074],[10.2245  0.2565  0.1646  0.1544  0.3117  0.2453  0.1034],[0.0035 0.0011 0.006  0.9241 0.9243 0.9241],-1.8804243209795364,80.46486142,False,[0.5465],[6.9769e-04 5.5918e-04 9.8087e-04 9.2399e-01 9.2440e-01 9.2399e-01],[0.9987 0.9992 0.9983 0.0687 0.0691 0.0686],[0.0006 0.0002 0.0008 0.0073 0.0065 0.0074],0.003785682155125333,0.8275665088902681,1.227341848229487,"[1.0000e+00 6.9769e-04 5.5918e-04 9.8087e-04 9.2399e-01 9.2440e-01
 9.2399e-01]"
56,1.12,[1.],1.0,[1.4594],[0.3622],[10.2658  0.2566  0.1647  0.1545  0.3114  0.2451  0.1033],[0.0031 0.0011 0.005  0.9243 0.9241 0.9243],-1.8746354459265708,78.59022597407343,False,[0.5406],[6.6126e-04 5.5748e-04 8.7336e-04 9.2440e-01 9.2399e-01 9.2440e-01],[0.9987 0.9992 0.9984 0.0682 0.0694 0.0681],[0.0006 0.0002 0.0008 0.0074 0.0066 0.0075],0.0038696469765343473,0.8275665088902681,1.227341848229487,"[1.0000e+00 6.6126e-04 5.5748e-04 8.7336e-04 9.2440e-01 9.2399e-01
 9.2440e-01]"
57,1.1400000000000001,[1.],1.0,[1.4683],[0.5081],[10.3282  0.2567  0.1648  0.1546  0.3111  0.2448  0.1032],[0.0027 0.0011 0.0043 0.9241 0.9243 0.9241],-1.865689543352745,76.72453643072069,False,[0.5317],[6.3397e-04 5.5620e-04 7.9284e-04 9.2399e-01 9.2440e-01 9.2399e-01],[0.9987 0.9992 0.9985 0.0684 0.0688 0.0683],[0.0006 0.0002 0.0008 0.0076 0.0068 0.0077],0.003953221230065789,0.8275665088902681,1.227341848229487,"[1.0000e+00 6.3397e-04 5.5620e-04 7.9284e-04 9.2399e-01 9.2440e-01
 9.2399e-01]"
58,1.16,[1.],1.0,[1.4799],[0.6444],[10.4103  0.2569  0.165   0.1548  0.3106  0.2443  0.1029],[0.0024 0.001  0.0037 0.9243 0.9241 0.9243],-1.8540893243882695,74.87044710633242,False,[0.5201],[6.1351e-04 5.5524e-04 7.3254e-04 9.2440e-01 9.2399e-01 9.2440e-01],[0.9988 0.9992 0.9985 0.0678 0.0691 0.0677],[0.0006 0.0002 0.0008 0.0078 0.007  0.0079],0.004037162342770059,0.8275665088902681,1.227341848229487,"[1.0000e+00 6.1351e-04 5.5524e-04 7.3254e-04 9.2440e-01 9.2399e-01
 9.2440e-01]"
59,1.18,[1.],1.0,[1.4942],[0.7705],[10.5108  0.2572  0.1652  0.155   0.31    0.2437  0.1027],[0.0021 0.001  0.0032 0.9241 0.9243 0.9241],-1.839715988655034,73.03073111767739,False,[0.5058],[5.9819e-04 5.5452e-04 6.8737e-04 9.2399e-01 9.2440e-01 9.2399e-01],[0.9988 0.9992 0.9986 0.0681 0.0685 0.068 ],[0.0006 0.0002 0.0008 0.008  0.0071 0.008 ],0.004120699206884995,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.9819e-04 5.5452e-04 6.8737e-04 9.2399e-01 9.2440e-01
 9.2399e-01]"
60,1.2,[1.],1.0,[1.5109],[0.8858],[10.6283  0.2574  0.1655  0.1553  0.3094  0.2431  0.1024],[0.0019 0.001  0.0028 0.9243 0.9241 0.9243],-1.8230984057779103,71.20763271189948,False,[0.4891],[5.8671e-04 5.5399e-04 6.5352e-04 9.2440e-01 9.2399e-01 9.2440e-01],[0.9988 0.9992 0.9986 0.0675 0.0687 0.0674],[0.0006 0.0002 0.0008 0.0081 0.0073 0.0082],0.004204620018783483,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.8671e-04 5.5399e-04 6.5352e-04 9.2440e-01 9.2399e-01
 9.2440e-01]"
61,1.22,[1.],1.0,[1.5298],[0.9899],[10.7611  0.2578  0.1658  0.1556  0.3086  0.2423  0.102 ],[0.0017 0.001  0.0024 0.9241 0.9243 0.9241],-1.8041382576740896,69.4034944542254,False,[0.4702],[5.7810e-04 5.5358e-04 6.2817e-04 9.2399e-01 9.2440e-01 9.2399e-01],[0.9988 0.9992 0.9986 0.0677 0.0681 0.0676],[0.0006 0.0002 0.0008 0.0083 0.0075 0.0084],0.004288122050502757,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.7810e-04 5.5358e-04 6.2817e-04 9.2399e-01 9.2440e-01
 9.2399e-01]"
62,1.24,[1.],1.0,[1.5506],[1.0828],[10.9077  0.2581  0.1662  0.156   0.3078  0.2415  0.1016],[0.0016 0.001  0.0022 0.9243 0.9241 0.9243],-1.7833784893774614,67.62011596484794,False,[0.4494],[5.7166e-04 5.5328e-04 6.0917e-04 9.2440e-01 9.2399e-01 9.2440e-01],[0.9988 0.9992 0.9986 0.0671 0.0684 0.0671],[0.0006 0.0002 0.0008 0.0085 0.0076 0.0085],0.0043720244743423045,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.7166e-04 5.5328e-04 6.0917e-04 9.2440e-01 9.2399e-01
 9.2440e-01]"
63,1.26,[1.],1.0,[1.5732],[1.1642],[11.0664  0.2585  0.1665  0.1563  0.3069  0.2406  0.1012],[0.0015 0.001  0.0019 0.9241 0.9243 0.9241],-1.7607284381165451,65.8593875267314,False,[0.4268],[5.6682e-04 5.5305e-04 5.9494e-04 9.2399e-01 9.2440e-01 9.2399e-01],[0.9988 0.9992 0.9987 0.0674 0.0678 0.0673],[0.0006 0.0002 0.0008 0.0086 0.0078 0.0087],0.004455493112002634,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.6682e-04 5.5305e-04 5.9494e-04 9.2399e-01 9.2440e-01
 9.2399e-01]"
64,1.28,[1.],1.0,[1.5973],[1.2344],[11.2358  0.2589  0.1669  0.1567  0.3059  0.2396  0.1008],[0.0014 0.001  0.0018 0.9243 0.9241 0.9243],-1.7367322426095455,64.12265528412185,False,[0.4027],[5.6320e-04 5.5288e-04 5.8427e-04 9.2440e-01 9.2399e-01 9.2440e-01],[0.9988 0.9992 0.9987 0.0668 0.0681 0.0667],[0.0006 0.0002 0.0008 0.0088 0.008  0.0089],0.0045393782231107896,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.6320e-04 5.5288e-04 5.8427e-04 9.2440e-01 9.2399e-01
 9.2440e-01]"
65,1.3,[1.],1.0,[1.6226],[1.2937],[11.4142  0.2593  0.1673  0.1572  0.3049  0.2386  0.1003],[0.0013 0.001  0.0016 0.9241 0.9243 0.9241],-1.7112941811273026,62.41136110299455,False,[0.3774],[5.6049e-04 5.5276e-04 5.7628e-04 9.2399e-01 9.2440e-01 9.2399e-01],[0.9988 0.9992 0.9987 0.0671 0.0675 0.067 ],[0.0006 0.0002 0.0008 0.009  0.0081 0.009 ],0.004622814277910145,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.6049e-04 5.5276e-04 5.7628e-04 9.2399e-01 9.2440e-01
 9.2399e-01]"
66,1.32,[1.],1.0,[1.6491],[1.3424],[11.6001  0.2597  0.1678  0.1576  0.3038  0.2375  0.0998],[0.0013 0.001  0.0015 0.9243 0.9241 0.9243],-1.684947220823546,60.726413882171,False,[0.3509],[5.5846e-04 5.5268e-04 5.7029e-04 9.2440e-01 9.2399e-01 9.2440e-01],[0.9988 0.9992 0.9987 0.0665 0.0677 0.0664],[0.0006 0.0002 0.0008 0.0091 0.0083 0.0092],0.004706693609070926,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.5846e-04 5.5268e-04 5.7029e-04 9.2440e-01 9.2399e-01
 9.2440e-01]"
67,1.34,[1.],1.0,[1.6764],[1.381],[11.792   0.2602  0.1682  0.158   0.3027  0.2364  0.0993],[0.0012 0.001  0.0014 0.9241 0.9243 0.9241],-1.6575788037985622,59.06883507837244,False,[0.3236],[5.5693e-04 5.5268e-04 5.6580e-04 9.2399e-01 9.2440e-01 9.2399e-01],[0.9988 0.9992 0.9987 0.0667 0.0671 0.0666],[0.0006 0.0002 0.0008 0.0093 0.0085 0.0094],0.004790108469637948,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.5693e-04 5.5268e-04 5.6580e-04 9.2399e-01 9.2440e-01
 9.2399e-01]"
68,1.36,[1.],1.0,[1.7043],[1.4104],[11.9887  0.2606  0.1687  0.1585  0.3015  0.2352  0.0987],[0.0012 0.001  0.0013 0.9243 0.9241 0.9243],-1.6296997674388443,57.439135310933594,False,[0.2957],[5.5579e-04 5.5268e-04 5.6243e-04 9.2440e-01 9.2399e-01 9.2440e-01],[0.9988 0.9992 0.9987 0.0661 0.0674 0.066 ],[0.0006 0.0002 0.0008 0.0095 0.0086 0.0096],0.004873971441555999,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.5579e-04 5.5268e-04 5.6243e-04 9.2440e-01 9.2399e-01
 9.2440e-01]"
69,1.3800000000000001,[1.],1.0,[1.7328],[1.4311],[12.1888  0.2611  0.1692  0.159   0.3004  0.2341  0.0982],[0.0011 0.001  0.0013 0.9086 0.9141 0.9241],-1.5888209087994642,55.85031440213413,False,[0.2672],[5.5494e-04 6.1847e-04 5.5991e-04 8.9566e-01 9.0582e-01 9.2399e-01],[0.9988 0.9991 0.9987 0.0947 0.0854 0.0663],[0.0006 0.0002 0.0008 0.0096 0.0088 0.0097],0.004956951474094406,0.8275665088902681,1.227341848229487,"[1.0000e+00 5.5494e-04 6.1847e-04 5.5991e-04 8.9566e-01 9.0582e-01
 9.2399e-01]"
70,1.4000000000000001,[1.],1.0,[1.7615],[1.4442],[12.3913  0.2616  0.1696  0.1594  0.2992  0.2329  0.0976],[0.0011 0.001  0.0012 0.855  0.8811 0.9243],2.480872085392794,58.33118648752693,False,[0.2385],[1.1073e-03 9.3835e-04 5.5803e-04 8.0893e-01 8.5332e-01 9.2440e-01],[0.9983 0.9988 0.9987 0.1813 0.1377 0.0657],[0.0006 0.0002 0.0008 0.0098 0.009  0.0099],0.005038953921338491,0.8275665088902681,1.227341848229487,"[1.0000e+00 1.1073e-03 9.3835e-04 5.5803e-04 8.0893e-01 8.5332e-01
 9.2440e-01]"
71,1.42,[1.],1.0,[1.7905],[1.4498],[12.5949  0.2621  0.1701  0.1599  0.298   0.2317  0.097 ],[0.002  0.0014 0.0012 0.7852 0.8274 0.9241],2.5671526661638255,60.898339153690756,False,[0.2095],[1.9893e-03 1.3800e-03 5.5661e-04 7.2030e-01 7.7947e-01 9.2399e-01],[0.9974 0.9984 0.9987 0.2698 0.2114 0.066 ],[0.0006 0.0002 0.0008 0.0099 0.0091 0.0101],0.0051162859422965576,0.8275665088902681,1.227341848229487,"[1.0000e+00 1.9893e-03 1.3800e-03 5.5661e-04 7.2030e-01 7.7947e-01
 9.2399e-01]"
72,1.44,[1.],1.0,[1.8195],[1.4479],[12.7989  0.2625  0.1706  0.1604  0.2968  0.2305  0.0965],[0.0032 0.0019 0.0011 0.7122 0.7523 0.9142],2.668130582839635,63.566469736530394,False,[0.1805],[3.2589e-03 1.9522e-03 8.3019e-04 6.3777e-01 6.7979e-01 9.0596e-01],[0.9961 0.9978 0.9984 0.3522 0.311  0.0838],[0.0006 0.0002 0.0008 0.0101 0.0093 0.0102],0.005188719481175441,0.8275665088902681,1.227341848229487,"[1.0000e+00 3.2589e-03 1.9522e-03 8.3019e-04 6.3777e-01 6.7979e-01
 9.0596e-01]"
73,1.46,[1.],1.0,[1.8483],[1.4363],[13.0018  0.263   0.1711  0.1609  0.2957  0.2293  0.0959],[0.0049 0.0025 0.0015 0.6417 0.6591 0.8694],6.793562743075297,70.36003247960569,True,[0.1517],[0.005  0.0025 0.0015 0.5625 0.5584 0.8313],[0.9944 0.9972 0.9977 0.4273 0.4322 0.1583],[0.0006 0.0002 0.0008 0.0102 0.0094 0.0104],0.005255109997493609,0.8275665088902681,1.227341848229487,[1.     0.005  0.0025 0.0015 0.5625 0.5584 0.8313]
74,1.48,[1.],1.0,[1.8768],[1.4134],[13.2022  0.2635  0.1715  0.1614  0.2945  0.2282  0.0953],[0.0068 0.0026 0.003  0.5755 0.5587 0.7972],6.9344434898966565,77.29447596950234,True,[0.1232],[0.0069 0.0026 0.003  0.4936 0.4346 0.7311],[0.9925 0.9971 0.9962 0.4962 0.556  0.2584],[0.0006 0.0002 0.0008 0.0103 0.0095 0.0105],0.0053133275232129795,0.8275665088902681,1.227341848229487,[1.     0.0069 0.0026 0.003  0.4936 0.4346 0.7311]
75,1.5,[1.],1.0,[1.9047],[1.3787],[13.3985  0.2639  0.172   0.1618  0.2934  0.2271  0.0948],[0.0088 0.0026 0.0058 0.5132 0.4631 0.7071],7.080610375356715,84.37508634485906,True,[0.0953],[0.0089 0.0026 0.0059 0.4285 0.3262 0.6157],[0.9905 0.9972 0.9933 0.5611 0.6642 0.3736],[0.0006 0.0002 0.0008 0.0104 0.0096 0.0107],0.005362713698791437,0.8275665088902681,1.227341848229487,[1.     0.0089 0.0026 0.0059 0.4285 0.3262 0.6157]
76,1.52,[1.],1.0,[1.9318],[1.3334],[13.5891  0.2644  0.1725  0.1623  0.2923  0.226   0.0942],[0.0111 0.0026 0.0111 0.4541 0.3797 0.6096],7.2235780058979,91.59866435075696,True,[0.0682],[0.0112 0.0024 0.0112 0.3659 0.2415 0.4972],[0.9882 0.9974 0.9881 0.6237 0.7489 0.492 ],[0.0006 0.0002 0.0008 0.0104 0.0096 0.0108],0.005403455125997964,0.8275665088902681,1.227341848229487,[1.     0.0112 0.0024 0.0112 0.3659 0.2415 0.4972]
77,1.54,[1.],1.0,[1.9579],[1.2785],[13.7725  0.2648  0.1729  0.1627  0.2913  0.2249  0.0937],[0.014  0.0025 0.0194 0.3984 0.3104 0.5144],7.356843532535638,98.9555078832926,True,[0.0421],[0.0141 0.0022 0.0197 0.3069 0.179  0.3882],[0.9853 0.9975 0.9796 0.6826 0.8114 0.601 ],[0.0006 0.0002 0.0008 0.0105 0.0096 0.0109],0.005436329194813891,0.8275665088902681,1.227341848229487,[1.     0.0141 0.0022 0.0197 0.3069 0.179  0.3882]
78,1.56,[1.],1.0,[1.9828],[1.2152],[13.9476  0.2652  0.1733  0.1631  0.2903  0.2239  0.0932],[0.0179 0.0024 0.0313 0.3469 0.2541 0.4282],7.476181587130521,106.43168947042312,True,[0.0172],[0.018  0.002  0.0316 0.2541 0.1337 0.2968],[0.9814 0.9978 0.9676 0.7354 0.8567 0.6922],[0.0006 0.0002 0.0008 0.0105 0.0097 0.0109],0.005462524273384004,0.8275665088902681,1.227341848229487,[1.     0.018  0.002  0.0316 0.2541 0.1337 0.2968]
79,1.58,[1.],1.0,[2.0063],[1.1442],[14.1131  0.2656  0.1737  0.1635  0.2893  0.223   0.0928],[0.0232 0.0023 0.0466 0.3005 0.2086 0.3543],7.567082352136655,113.99877182255977,True,[-0.0063],[0.0233 0.0018 0.0471 0.2089 0.1007 0.2253],[0.9761 0.9979 0.9521 0.7805 0.8896 0.7637],[0.0006 0.0002 0.0008 0.0106 0.0097 0.011 ],0.00548342873844978,0.8275665088902681,1.227341848229487,[1.     0.0233 0.0018 0.0471 0.2089 0.1007 0.2253]
80,1.6,[1.],1.0,[2.0284],[1.0651],[14.2681  0.266   0.174   0.1638  0.2885  0.2222  0.0923],[0.0303 0.0022 0.0648 0.2596 0.1719 0.2927],7.610556433961031,121.60932825652081,True,[-0.0284],[0.0305 0.0017 0.0656 0.1717 0.0766 0.1713],[0.9688 0.9981 0.9336 0.8177 0.9137 0.8177],[0.0006 0.0002 0.0008 0.0106 0.0097 0.011 ],0.005500405731422672,0.8275665088902681,1.227341848229487,[1.     0.0305 0.0017 0.0656 0.1717 0.0766 0.1713]
81,1.62,[1.],1.0,[2.0487],[0.9771],[14.4112  0.2663  0.1744  0.1642  0.2877  0.2214  0.0919],[0.0397 0.0021 0.0851 0.2241 0.1422 0.2423],7.6417704495479555,129.25109870606877,True,[-0.0487],[0.04   0.0016 0.0861 0.1417 0.0587 0.1312],[0.9594 0.9982 0.9131 0.8476 0.9316 0.8578],[0.0006 0.0002 0.0008 0.0107 0.0097 0.011 ],0.005514648052192392,0.8275665088902681,1.227341848229487,[1.     0.04   0.0016 0.0861 0.1417 0.0587 0.1312]
82,1.6400000000000001,[1.],1.0,[2.0672],[0.8793],[14.5412  0.2666  0.1747  0.1645  0.287   0.2207  0.0916],[0.0512 0.002  0.1061 0.1937 0.118  0.2012],7.661751817189949,136.91285052325873,True,[-0.0672],[0.0516 0.0016 0.1074 0.118  0.0453 0.1016],[0.9477 0.9982 0.8918 0.8713 0.945  0.8874],[0.0006 0.0002 0.0008 0.0107 0.0097 0.0111],0.0055271227210725435,0.8275665088902681,1.227341848229487,[1.     0.0516 0.0016 0.1074 0.118  0.0453 0.1016]
83,1.6600000000000001,[1.],1.0,[2.0836],[0.7712],[14.6567  0.2669  0.1749  0.1647  0.2864  0.22    0.0912],[0.0642 0.0019 0.1263 0.1679 0.0981 0.1677],7.671974978789615,144.58482550204835,True,[-0.0836],[0.0647 0.0015 0.1277 0.0994 0.0352 0.0797],[0.9346 0.9982 0.8715 0.8899 0.9551 0.9093],[0.0007 0.0002 0.0008 0.0107 0.0097 0.0111],0.005538563192058856,0.8275665088902681,1.227341848229487,[1.     0.0647 0.0015 0.1277 0.0994 0.0352 0.0797]
84,1.68,[1.],1.0,[2.0977],[0.6533],[14.7562  0.2671  0.1752  0.165   0.2858  0.2195  0.091 ],[0.0772 0.0019 0.144  0.1462 0.0818 0.1405],7.674804782616728,152.25963028466506,True,[-0.0977],[0.0778 0.0017 0.1454 0.0851 0.0275 0.0634],[0.9216 0.9981 0.8538 0.9042 0.9627 0.9255],[0.0007 0.0002 0.0008 0.0107 0.0097 0.0111],0.005549489792694816,0.8275665088902681,1.227341848229487,[1.     0.0778 0.0017 0.1454 0.0851 0.0275 0.0634]
85,1.7,[1.],1.0,[2.1094],[0.5279],[14.8385  0.2673  0.1754  0.1652  0.2854  0.2191  0.0907],[0.0883 0.0018 0.158  0.128  0.0684 0.1182],7.6735849845193735,159.93321526918444,True,[-0.1094],[0.0888 0.0018 0.1592 0.0743 0.0217 0.0513],[0.9105 0.998  0.8399 0.915  0.9686 0.9376],[0.0007 0.0002 0.0009 0.0107 0.0097 0.0111],0.0055601922534922535,0.8275665088902681,1.227341848229487,[1.     0.0888 0.0018 0.1592 0.0743 0.0217 0.0513]
86,1.72,[1.],1.0,[2.1186],[0.3986],[14.9028  0.2674  0.1755  0.1653  0.285   0.2187  0.0906],[0.0957 0.0018 0.1674 0.1128 0.0573 0.1   ],7.671957369998314,167.60517263918277,True,[-0.1186],[0.0961 0.0018 0.1682 0.0663 0.0173 0.0422],[0.9032 0.9979 0.8309 0.923  0.973  0.9467],[0.0007 0.0002 0.0009 0.0107 0.0097 0.0111],0.005570778635134357,0.8275665088902681,1.227341848229487,[1.     0.0961 0.0018 0.1682 0.0663 0.0173 0.0422]
87,1.74,[1.],1.0,[2.1251],[0.2703],[14.9489  0.2676  0.1756  0.1654  0.2848  0.2185  0.0904],[0.0983 0.0018 0.1717 0.1004 0.0481 0.085 ],7.672846875943889,175.27801951512666,True,[-0.1251],[0.0985 0.0019 0.1721 0.0606 0.0139 0.0356],[0.9008 0.9979 0.827  0.9286 0.9763 0.9533],[0.0007 0.0002 0.0009 0.0107 0.0097 0.0111],0.005581208209949007,0.8275665088902681,1.227341848229487,[1.     0.0985 0.0019 0.1721 0.0606 0.0139 0.0356]
88,1.76,[1.],1.0,[2.1292],[0.1465],[14.9773  0.2676  0.1757  0.1655  0.2846  0.2183  0.0903],[0.0982 0.0018 0.1718 0.0903 0.0404 0.0728],7.6767284271094285,182.95474794223608,True,[-0.1292],[0.0978 0.0018 0.1718 0.057  0.0114 0.0307],[0.9014 0.9979 0.8272 0.9323 0.9788 0.9582],[0.0007 0.0002 0.001  0.0108 0.0097 0.0111],0.005591263039778509,0.8275665088902681,1.227341848229487,[1.     0.0978 0.0018 0.1718 0.057  0.0114 0.0307]
89,1.78,[1.],1.0,[2.1308],[0.0279],[14.9887  0.2676  0.1757  0.1655  0.2846  0.2183  0.0903],[0.0976 0.0018 0.1714 0.0822 0.0341 0.0628],7.6814695927376615,190.63621753497375,True,[-0.1308],[0.0955 0.0018 0.1701 0.0553 0.0096 0.0272],[0.9037 0.998  0.8289 0.934  0.9807 0.9617],[0.0008 0.0002 0.001  0.0108 0.0097 0.0111],0.00560095198677264,0.8275665088902681,1.227341848229487,[1.     0.0955 0.0018 0.1701 0.0553 0.0096 0.0272]
90,1.8,[1.],1.0,[2.1301],[-0.0853],[14.9838  0.2676  0.1757  0.1655  0.2846  0.2183  0.0903],[0.096  0.0018 0.1696 0.0766 0.0289 0.0546],7.687957588176428,198.32417512315018,True,[-0.1301],[0.0908 0.0017 0.1649 0.0571 0.0083 0.025 ],[0.9084 0.998  0.8341 0.9321 0.982  0.9638],[0.0008 0.0002 0.001  0.0108 0.0097 0.0111],0.005610801849814758,0.8275665088902681,1.227341848229487,[1.     0.0908 0.0017 0.1649 0.0571 0.0083 0.025 ]
91,1.82,[1.],1.0,[2.1272],[-0.1925],[14.9634  0.2676  0.1756  0.1655  0.2847  0.2184  0.0904],[0.0931 0.0018 0.1659 0.0746 0.0246 0.0482],7.6966157189115,206.02079084206167,True,[-0.1272],[0.0838 0.0016 0.1558 0.0677 0.0074 0.0242],[0.9154 0.9981 0.8431 0.9216 0.9828 0.9647],[0.0008 0.0002 0.0011 0.0108 0.0097 0.0111],0.005620297694815003,0.8275665088902681,1.227341848229487,[1.     0.0838 0.0016 0.1558 0.0677 0.0074 0.0242]
92,1.84,[1.],1.0,[2.1222],[-0.2929],[14.9284  0.2675  0.1756  0.1654  0.2849  0.2186  0.0905],[0.089  0.0017 0.1601 0.0813 0.0211 0.0435],7.706003640190877,213.72679448225256,True,[-0.1222],[0.0751 0.0015 0.1439 0.0816 0.0069 0.0258],[0.9241 0.9982 0.855  0.9076 0.9833 0.9631],[0.0008 0.0002 0.0011 0.0108 0.0097 0.0111],0.00563008455740924,0.8275665088902681,1.227341848229487,[1.     0.0751 0.0015 0.1439 0.0816 0.0069 0.0258]
