step,time,exo_action,exo_torque,jpos,jvel,mlen,act,reward,cumulative_reward,solved,pose_err,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,ctrl
45,0.9,[0.],0.0,[1.0917],[-0.2875],[7.6796 0.2505 0.1586 0.1484 0.3251 0.2588 0.1093],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.242117310590765,-105.64174419529714,False,[0.9083],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0683 0.0684 0.0684],[0.0001 0.0002 0.0002 0.0077 0.0076 0.0076],0.0039162190802902565,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
46,0.92,[0.],0.0,[1.0859],[-0.2952],[7.6385 0.2504 0.1585 0.1483 0.3253 0.259  0.1094],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.248198347076232,-107.88994254237336,False,[0.9141],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0677 0.0678 0.0678],[0.0001 0.0002 0.0002 0.0079 0.0078 0.0078],0.004000529814569251,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
47,0.9400000000000001,[0.],0.0,[1.08],[-0.2977],[7.5968 0.2503 0.1584 0.1482 0.3255 0.2592 0.1095],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.253899572311225,-110.14384211468459,False,[0.92],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.068  0.0681 0.0681],[0.0001 0.0002 0.0002 0.008  0.008  0.008 ],0.004083783363578893,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
48,0.96,[0.],0.0,[1.074],[-0.2953],[7.555  0.2502 0.1583 0.1481 0.3257 0.2594 0.1096],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2600735237367995,-112.40391563842138,False,[0.926],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0674 0.0675 0.0675],[0.0001 0.0002 0.0002 0.0082 0.0081 0.0081],0.004168093782837016,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
49,0.98,[0.],0.0,[1.0682],[-0.2882],[7.514  0.2501 0.1582 0.148  0.3259 0.2596 0.1097],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2656704707318416,-114.66958610915323,False,[0.9318],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0676 0.0677 0.0677],[0.0001 0.0002 0.0002 0.0084 0.0083 0.0083],0.00425130010694826,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
50,1.0,[0.],0.0,[1.0625],[-0.2768],[7.4743 0.25   0.1581 0.1479 0.3261 0.2598 0.1097],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2715538313502828,-116.94113994050352,False,[0.9375],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0671 0.0671 0.0671],[0.0001 0.0002 0.0002 0.0085 0.0085 0.0085],0.004335610211274905,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
51,1.02,[0.],0.0,[1.0572],[-0.2614],[7.4365 0.2499 0.158  0.1478 0.3263 0.2599 0.1098],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.276687364398491,-119.21782730490202,False,[0.9428],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0673 0.0674 0.0674],[0.0001 0.0002 0.0002 0.0087 0.0086 0.0086],0.0044187693238938765,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
52,1.04,[0.],0.0,[1.0521],[-0.2424],[7.4011 0.2498 0.1579 0.1477 0.3264 0.2601 0.1099],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.28195030858985,-121.49977761349187,False,[0.9479],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0667 0.0668 0.0668],[0.0001 0.0002 0.0002 0.0089 0.0088 0.0088],0.004503079113378394,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
53,1.06,[0.],0.0,[1.0475],[-0.2205],[7.3687 0.2498 0.1578 0.1476 0.3266 0.2603 0.1099],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.286324188671862,-123.78610180216373,False,[0.9525],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.067  0.0671 0.0671],[0.0001 0.0002 0.0002 0.009  0.009  0.009 ],0.004586191027907415,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
54,1.08,[0.],0.0,[1.0434],[-0.1961],[7.3395 0.2497 0.1577 0.1476 0.3267 0.2604 0.11  ],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2907075954366842,-126.07680939760041,False,[0.9566],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0664 0.0665 0.0665],[0.0001 0.0002 0.0002 0.0092 0.0091 0.0091],0.004670500502639128,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
55,1.1,[0.],0.0,[1.0398],[-0.1696],[7.314  0.2496 0.1577 0.1475 0.3268 0.2605 0.1101],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.29410255416869,-128.3709119517691,False,[0.9602],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0666 0.0667 0.0667],[0.0001 0.0002 0.0002 0.0094 0.0093 0.0093],0.004753565232476714,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
56,1.12,[0.],0.0,[1.0367],[-0.1418],[7.2922 0.2496 0.1576 0.1474 0.327  0.2606 0.1101],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.297428908573286,-130.6683408603424,False,[0.9633],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0661 0.0661 0.0661],[0.0001 0.0002 0.0002 0.0095 0.0095 0.0095],0.004837874392544923,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
57,1.1400000000000001,[0.],0.0,[1.0341],[-0.113],[7.2745 0.2495 0.1576 0.1474 0.327  0.2607 0.1101],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.299710249344973,-132.96805110968737,False,[0.9659],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0663 0.0664 0.0664],[0.0001 0.0002 0.0002 0.0097 0.0096 0.0096],0.004920891951085786,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
58,1.16,[0.],0.0,[1.0322],[-0.0838],[7.2609 0.2495 0.1576 0.1474 0.3271 0.2608 0.1102],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.3018879106801067,-135.26993902036747,False,[0.9678],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0657 0.0658 0.0658],[0.0001 0.0002 0.0002 0.0099 0.0098 0.0098],0.005005200796579763,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
59,1.18,[0.],0.0,[1.0309],[-0.0548],[7.2513 0.2495 0.1575 0.1473 0.3271 0.2608 0.1102],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.3030065002757736,-137.57294552064326,False,[0.9691],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.066  0.066  0.066 ],[0.0001 0.0002 0.0002 0.01   0.01   0.01  ],0.005088171197214812,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
60,1.2,[0.],0.0,[1.0301],[-0.0264],[7.2458 0.2495 0.1575 0.1473 0.3272 0.2609 0.1102],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.304027553391304,-139.87697307403457,False,[0.9699],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0654 0.0655 0.0655],[0.0001 0.0002 0.0002 0.0102 0.0101 0.0101],0.0051724797282238074,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
61,1.22,[0.],0.0,[1.0298],[0.0009],[7.2442 0.2494 0.1575 0.1473 0.3272 0.2609 0.1102],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.3040147360692833,-142.18098781010386,False,[0.9702],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0656 0.0657 0.0657],[0.0001 0.0002 0.0002 0.0104 0.0103 0.0103],0.005255402984340153,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
62,1.24,[0.],0.0,[1.0301],[0.0268],[7.2464 0.2495 0.1575 0.1473 0.3272 0.2609 0.1102],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.303947224650029,-144.48493503475387,False,[0.9699],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0651 0.0651 0.0651],[0.0001 0.0002 0.0002 0.0105 0.0105 0.0105],0.005339711200953387,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
63,1.26,[0.],0.0,[1.031],[0.0509],[7.252  0.2495 0.1575 0.1473 0.3271 0.2608 0.1102],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.302904667340897,-146.78783970209477,False,[0.969],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0653 0.0654 0.0654],[0.0001 0.0002 0.0002 0.0107 0.0106 0.0106],0.0054225873259343355,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
64,1.28,[0.],0.0,[1.0322],[0.0728],[7.2609 0.2495 0.1576 0.1474 0.3271 0.2608 0.1102],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.3018803679369855,-149.08972007003175,False,[0.9678],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0647 0.0648 0.0648],[0.0001 0.0002 0.0002 0.0109 0.0108 0.0108],0.005506895228241008,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
65,1.3,[0.],0.0,[1.0339],[0.0924],[7.2727 0.2495 0.1576 0.1474 0.327  0.2607 0.1101],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.299966109056656,-151.38968617908841,False,[0.9661],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.065  0.065  0.065 ],[0.0001 0.0002 0.0002 0.011  0.011  0.011 ],0.005589724235466068,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
66,1.32,[0.],0.0,[1.0359],[0.1094],[7.2871 0.2496 0.1576 0.1474 0.327  0.2607 0.1101],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.298165229411417,-153.68785140849982,False,[0.9641],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0644 0.0645 0.0645],[0.0001 0.0002 0.0002 0.0112 0.0111 0.0111],0.005674031823555352,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
67,1.34,[0.],0.0,[1.0383],[0.1237],[7.3036 0.2496 0.1577 0.1475 0.3269 0.2606 0.1101],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.295577396720066,-155.9834288052199,False,[0.9617],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0646 0.0647 0.0647],[0.0001 0.0002 0.0002 0.0114 0.0113 0.0113],0.005756813726400234,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
68,1.36,[0.],0.0,[1.0409],[0.1351],[7.3219 0.2496 0.1577 0.1475 0.3268 0.2605 0.11  ],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2932116551097645,-158.27664046032965,False,[0.9591],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0641 0.0641 0.0641],[0.0001 0.0002 0.0002 0.0115 0.0115 0.0115],0.005841121000361274,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
69,1.3800000000000001,[0.],0.0,[1.0437],[0.1437],[7.3416 0.2497 0.1578 0.1476 0.3267 0.2604 0.11  ],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2901712330456867,-160.56681169337534,False,[0.9563],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0643 0.0644 0.0644],[0.0001 0.0002 0.0002 0.0117 0.0116 0.0116],0.005923855812197891,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
70,1.4000000000000001,[0.],0.0,[1.0466],[0.1495],[7.3623 0.2497 0.1578 0.1476 0.3266 0.2603 0.11  ],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2874666347826755,-162.85427832815802,False,[0.9534],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0637 0.0638 0.0638],[0.0001 0.0002 0.0002 0.0119 0.0118 0.0118],0.00600816277211981,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
71,1.42,[0.],0.0,[1.0497],[0.1525],[7.3836 0.2498 0.1579 0.1477 0.3265 0.2602 0.1099],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.284200557599279,-165.1384788857573,False,[0.9503],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.064  0.064  0.064 ],[0.0001 0.0002 0.0002 0.012  0.012  0.012 ],0.006090850506316282,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
72,1.44,[0.],0.0,[1.0527],[0.1528],[7.4051 0.2499 0.1579 0.1477 0.3264 0.2601 0.1099],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.281381090191018,-167.41985997594833,False,[0.9473],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0634 0.0635 0.0635],[0.0001 0.0002 0.0002 0.0122 0.0121 0.0121],0.0061751571522881766,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
73,1.46,[0.],0.0,[1.0558],[0.1506],[7.4265 0.2499 0.158  0.1478 0.3263 0.26   0.1098],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.278106797704305,-169.69796677365264,False,[0.9442],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0636 0.0637 0.0637],[0.0001 0.0002 0.0002 0.0124 0.0123 0.0123],0.006257797822208825,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
74,1.48,[0.],0.0,[1.0587],[0.146],[7.4473 0.25   0.158  0.1478 0.3262 0.2599 0.1098],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.275380074819444,-171.9733468484721,False,[0.9413],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0631 0.0631 0.0631],[0.0001 0.0002 0.0002 0.0125 0.0125 0.0125],0.0063421041543197665,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
75,1.5,[0.],0.0,[1.0616],[0.1393],[7.4674 0.25   0.1581 0.1479 0.3261 0.2598 0.1098],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2722924377886873,-174.24563928626077,False,[0.9384],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0633 0.0634 0.0634],[0.0001 0.0002 0.0002 0.0127 0.0126 0.0126],0.006424697773325119,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
76,1.52,[0.],0.0,[1.0643],[0.1306],[7.4863 0.2501 0.1581 0.1479 0.326  0.2597 0.1097],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2698380620308845,-176.51547734829165,False,[0.9357],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0627 0.0628 0.0628],[0.0001 0.0002 0.0002 0.0129 0.0128 0.0128],0.006509003791664151,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
77,1.54,[0.],0.0,[1.0668],[0.1202],[7.5039 0.2501 0.1582 0.148  0.3259 0.2596 0.1097],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2670992996199697,-178.7825766479116,False,[0.9332],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.063  0.063  0.063 ],[0.0001 0.0002 0.0002 0.013  0.013  0.013 ],0.0065915503731109465,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
78,1.56,[0.],0.0,[1.069],[0.1085],[7.5199 0.2501 0.1582 0.148  0.3259 0.2595 0.1096],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2650604128032,-181.0476370607148,False,[0.931],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0624 0.0625 0.0625],[0.0001 0.0002 0.0002 0.0132 0.0131 0.0131],0.00667585607776709,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
79,1.58,[0.],0.0,[1.0711],[0.0955],[7.5342 0.2502 0.1582 0.148  0.3258 0.2595 0.1096],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2627933158150864,-183.3104303765299,False,[0.9289],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0626 0.0627 0.0627],[0.0001 0.0002 0.0002 0.0134 0.0133 0.0133],0.006758355635008271,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
80,1.6,[0.],0.0,[1.0728],[0.0817],[7.5466 0.2502 0.1583 0.1481 0.3257 0.2594 0.1096],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2612714993632768,-185.57170187589318,False,[0.9272],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0621 0.0621 0.0621],[0.0001 0.0002 0.0002 0.0135 0.0135 0.0135],0.006842661026070523,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
81,1.62,[0.],0.0,[1.0743],[0.0673],[7.557  0.2502 0.1583 0.1481 0.3257 0.2594 0.1096],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2595559796309104,-187.8312578555241,False,[0.9257],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0623 0.0624 0.0624],[0.0001 0.0002 0.0002 0.0137 0.0136 0.0136],0.006925113572455242,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
82,1.6400000000000001,[0.],0.0,[1.0755],[0.0526],[7.5653 0.2502 0.1583 0.1481 0.3256 0.2593 0.1096],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2586093963002822,-190.08986725182436,False,[0.9245],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0617 0.0618 0.0618],[0.0001 0.0002 0.0002 0.0139 0.0138 0.0138],0.0070094186500125714,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
83,1.6600000000000001,[0.],0.0,[1.0764],[0.0378],[7.5716 0.2503 0.1583 0.1481 0.3256 0.2593 0.1095],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.257482140466519,-192.34734939229088,False,[0.9236],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.062  0.062  0.062 ],[0.0001 0.0002 0.0002 0.014  0.014  0.014 ],0.007091824198886195,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
84,1.68,[0.],0.0,[1.077],[0.0231],[7.5757 0.2503 0.1583 0.1481 0.3256 0.2593 0.1095],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2571266008159565,-194.60447599310683,False,[0.923],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0614 0.0615 0.0615],[0.0001 0.0002 0.0002 0.0142 0.0141 0.0141],0.007176128963027546,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
85,1.7,[0.],0.0,[1.0773],[0.0089],[7.5779 0.2503 0.1583 0.1481 0.3256 0.2593 0.1095],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.256583435894295,-196.86105942900113,False,[0.9227],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0616 0.0617 0.0617],[0.0001 0.0002 0.0002 0.0144 0.0143 0.0143],0.007258487527731648,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
86,1.72,[0.],0.0,[1.0773],[-0.0048],[7.5781 0.2503 0.1583 0.1481 0.3256 0.2593 0.1095],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2567959390540877,-199.11785536805522,False,[0.9227],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0611 0.0611 0.0611],[0.0001 0.0002 0.0002 0.0145 0.0145 0.0145],0.007342791978545941,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
87,1.74,[0.],0.0,[1.0771],[-0.0177],[7.5764 0.2503 0.1583 0.1481 0.3256 0.2593 0.1095],[0.001  0.001  0.001  0.9241 0.9241 0.9241],-2.2567964183300218,-201.37465178638524,False,[0.9229],[5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01 9.2399e-01],[0.9993 0.9992 0.9992 0.0613 0.0614 0.0614],[0.0001 0.0002 0.0002 0.0147 0.0146 0.0146],0.00742510357241831,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2399e-01 9.2399e-01
 9.2399e-01]"
88,1.76,[0.],0.0,[1.0766],[-0.0296],[7.573  0.2503 0.1583 0.1481 0.3256 0.2593 0.1095],[0.001  0.001  0.001  0.9243 0.9243 0.9243],-2.2575206504463017,-203.63217243683155,False,[0.9234],[5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01 9.2440e-01],[0.9993 0.9992 0.9992 0.0607 0.0608 0.0608],[0.0001 0.0002 0.0002 0.0149 0.0148 0.0148],0.00750940770999444,0.8275665088902681,1.227341848229487,"[0.0000e+00 5.5268e-04 5.5268e-04 5.5268e-04 9.2440e-01 9.2440e-01
 9.2440e-01]"
