episode,step,time,exo_action,exo_torque,jpos,jvel,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,reward,cumulative_reward,pose_err,ctrl,imu_avg_abs_qvel
22,0,0.0,[1.],1.0,[0.7838],[0.2526],[0.1801 0.1801 0.1801 0.7984 0.7984 0.7984],[0.6184 0.6184 0.6184 0.     0.     0.    ],[0.2015 0.2015 0.2015 0.2016 0.2016 0.2016],0.2015593718089995,0.8,2.0,-2.028067698973421,-2.028067698973421,[1.2162],[1.     0.1801 0.1801 0.1801 0.7984 0.7984 0.7984],0.25260546803474426
22,1,0.02,[1.],1.0,[0.7923],[0.5714],[0.1109 0.1109 0.1109 0.7983 0.7983 0.7983],[6.8756e-01 6.8756e-01 6.8756e-01 3.7898e-07 3.7898e-07 3.7898e-07],[0.2015 0.2015 0.2015 0.2017 0.2017 0.2017],0.2016200082920303,0.8,2.0,-2.203882191994343,-4.231949890967764,[1.2077],[1.     0.1109 0.1109 0.1109 0.7983 0.7983 0.7983],0.5714014172554016
22,2,0.04,[1.],1.0,[0.8075],[0.9137],[0.0741 0.0741 0.0741 0.7981 0.7981 0.7981],[ 7.2439e-01  7.2439e-01  7.2439e-01 -5.2940e-23 -5.2940e-23 -5.2940e-23],[0.2015 0.2015 0.2015 0.2019 0.2019 0.2019],0.2016743254540371,0.8,2.0,-2.269980650820158,-6.501930541787922,[1.1925],[1.     0.0741 0.0741 0.0741 0.7981 0.7981 0.7981],0.9137213826179504
22,3,0.06,[1.],1.0,[0.8295],[1.256],[0.0516 0.0516 0.0516 0.798  0.798  0.798 ],[7.4694e-01 7.4694e-01 7.4694e-01 3.7953e-07 3.7953e-07 3.7953e-07],[0.2014 0.2014 0.2014 0.202  0.202  0.202 ],0.20172527825254113,0.8,2.0,-2.287164054368103,-8.789094596156025,[1.1705],[1.     0.0516 0.0516 0.0516 0.798  0.798  0.798 ],1.2560462951660156
22,4,0.08,[1.],1.0,[0.8583],[1.5867],[0.0369 0.0369 0.0369 0.7978 0.7978 0.7978],[0.7617 0.7617 0.7617 0.     0.     0.    ],[0.2014 0.2014 0.2014 0.2022 0.2022 0.2022],0.201774171681292,0.8,2.0,-2.2777699672229894,-11.066864563379013,[1.1417],[1.     0.0369 0.0369 0.0369 0.7978 0.7978 0.7978],1.5866848230361938
22,5,0.1,[1.],1.0,[0.8935],[1.8986],[0.0268 0.0268 0.0268 0.7977 0.7977 0.7977],[7.7189e-01 7.7189e-01 7.7189e-01 3.8008e-07 3.8008e-07 3.8008e-07],[0.2013 0.2013 0.2013 0.2023 0.2023 0.2023],0.20182171249521644,0.8,2.0,-2.252053225355289,-13.318917788734304,[1.1065],[1.     0.0268 0.0268 0.0268 0.7977 0.7977 0.7977],1.8985626697540283
22,6,0.12,[1.],1.0,[0.9347],[2.1867],[0.0197 0.0197 0.0197 0.7975 0.7975 0.7975],[0.779 0.779 0.779 0.    0.    0.   ],[0.2013 0.2013 0.2013 0.2025 0.2025 0.2025],0.20186832653134765,0.8,2.0,-2.2153103849415663,-15.53422817367587,[1.0653],[1.     0.0197 0.0197 0.0197 0.7975 0.7975 0.7975],2.1866772174835205
22,7,0.14,[1.],1.0,[0.9813],[2.4474],[0.0146 0.0146 0.0146 0.7974 0.7974 0.7974],[7.8415e-01 7.8415e-01 7.8415e-01 3.8062e-07 3.8062e-07 3.8062e-07],[0.2012 0.2012 0.2012 0.2026 0.2026 0.2026],0.20191428795933178,0.8,2.0,-2.170534899739429,-17.7047630734153,[1.0187],[1.     0.0146 0.0146 0.0146 0.7974 0.7974 0.7974],2.447415828704834
22,8,0.16,[1.],1.0,[1.0329],[2.6782],[0.0109 0.0109 0.0109 0.7973 0.7973 0.7973],[7.8788e-01 7.8788e-01 7.8788e-01 5.2940e-23 5.2940e-23 5.2940e-23],[0.2012 0.2012 0.2012 0.2027 0.2027 0.2027],0.20195978092914857,0.8,2.0,-2.1195871018227983,-19.8243501752381,[0.9671],[1.     0.0109 0.0109 0.0109 0.7973 0.7973 0.7973],2.678231954574585
22,9,0.18,[1.],1.0,[1.0887],[2.8776],[0.0083 0.0083 0.0083 0.7971 0.7971 0.7971],[7.9062e-01 7.9062e-01 7.9062e-01 3.8117e-07 3.8117e-07 3.8117e-07],[0.2011 0.2011 0.2011 0.2029 0.2029 0.2029],0.2020049330767645,0.8,2.0,-2.0637482318386144,-21.88809840707671,[0.9113],[1.     0.0083 0.0083 0.0083 0.7971 0.7971 0.7971],2.8775973320007324
