episode,step,time,exo_action,exo_torque,jpos,jvel,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,reward,cumulative_reward,pose_err,ctrl,imu_avg_abs_qvel
50,0,0.0,[1.],1.0,[0.5063],[0.2012],[0.1462 0.1462 0.1462 0.5298 0.5298 0.5298],[0.3836 0.3836 0.3836 0.     0.     0.    ],[0.4701 0.4701 0.4701 0.4702 0.4702 0.4702],0.47018360585039015,0.8,2.0,-2.078670313178929,-2.078670313178929,[1.4937],[1.     0.1462 0.1462 0.1462 0.5298 0.5298 0.5298],0.2012210637331009
50,1,0.02,[1.],1.0,[0.5132],[0.4624],[0.0938 0.0938 0.0938 0.5297 0.5297 0.5297],[4.3617e-01 4.3617e-01 4.3617e-01 8.8407e-07 8.8407e-07 8.8407e-07],[0.47   0.47   0.47   0.4703 0.4703 0.4703],0.4701785280367973,0.8,2.0,-2.189119889364491,-4.26779020254342,[1.4868],[1.     0.0938 0.0938 0.0938 0.5297 0.5297 0.5297],0.462393581867218
50,2,0.04,[1.],1.0,[0.5254],[0.7343],[0.0639 0.0639 0.0639 0.5296 0.5296 0.5296],[ 4.6618e-01  4.6618e-01  4.6618e-01 -1.0588e-22 -1.0588e-22 -1.0588e-22],[0.4699 0.4699 0.4699 0.4704 0.4704 0.4704],0.4701686746404486,0.8,2.0,-2.220197059811444,-6.487987262354864,[1.4746],[1.     0.0639 0.0639 0.0639 0.5296 0.5296 0.5296],0.734326958656311
50,3,0.06,[1.],1.0,[0.543],[0.9981],[0.045  0.045  0.045  0.5295 0.5295 0.5295],[4.8520e-01 4.8520e-01 4.8520e-01 8.8443e-07 8.8443e-07 8.8443e-07],[0.4698 0.4698 0.4698 0.4705 0.4705 0.4705],0.47015610236913813,0.8,2.0,-2.2192129133422265,-8.70720017569709,[1.457],[1.     0.045  0.045  0.045  0.5295 0.5295 0.5295],0.998112678527832
50,4,0.08,[1.],1.0,[0.5658],[1.2447],[0.0324 0.0324 0.0324 0.5294 0.5294 0.5294],[ 4.9795e-01  4.9795e-01  4.9795e-01 -1.0588e-22 -1.0588e-22 -1.0588e-22],[0.4697 0.4697 0.4697 0.4706 0.4706 0.4706],0.47014181533695737,0.8,2.0,-2.20237985390332,-10.90958002960041,[1.4342],[1.     0.0324 0.0324 0.0324 0.5294 0.5294 0.5294],1.244705319404602
50,5,0.1,[1.],1.0,[0.5932],[1.4689],[0.0237 0.0237 0.0237 0.5293 0.5293 0.5293],[5.0682e-01 5.0682e-01 5.0682e-01 8.8479e-07 8.8479e-07 8.8479e-07],[0.4695 0.4695 0.4695 0.4707 0.4707 0.4707],0.47012638529540535,0.8,2.0,-2.1764510264565486,-13.086031056056958,[1.4068],[1.     0.0237 0.0237 0.0237 0.5293 0.5293 0.5293],1.4689340591430664
50,6,0.12,[1.],1.0,[0.6248],[1.6676],[0.0175 0.0175 0.0175 0.5292 0.5292 0.5292],[0.5131 0.5131 0.5131 0.     0.     0.    ],[0.4694 0.4694 0.4694 0.4708 0.4708 0.4708],0.47011016697228386,0.8,2.0,-2.1445886189547747,-15.230619675011733,[1.3752],[1.     0.0175 0.0175 0.0175 0.5292 0.5292 0.5292],1.6675939559936523
50,7,0.14,[1.],1.0,[0.66],[1.8387],[0.013  0.013  0.013  0.5291 0.5291 0.5291],[5.1772e-01 5.1772e-01 5.1772e-01 8.8515e-07 8.8515e-07 8.8515e-07],[0.4693 0.4693 0.4693 0.4709 0.4709 0.4709],0.4700933933901281,0.8,2.0,-2.1084615994097917,-17.339081274421524,[1.34],[1.     0.013  0.013  0.013  0.5291 0.5291 0.5291],1.8387113809585571
50,8,0.16,[1.],1.0,[0.6984],[1.9813],[0.0098 0.0098 0.0098 0.529  0.529  0.529 ],[0.5211 0.5211 0.5211 0.     0.     0.    ],[0.4691 0.4691 0.4691 0.471  0.471  0.471 ],0.47007622297320145,0.8,2.0,-2.0691052400932066,-19.408186514514732,[1.3016],[1.     0.0098 0.0098 0.0098 0.529  0.529  0.529 ],1.9812588691711426
50,9,0.18,[1.],1.0,[0.7394],[2.095],[0.0074 0.0074 0.0074 0.5289 0.5289 0.5289],[5.2359e-01 5.2359e-01 5.2359e-01 8.8551e-07 8.8551e-07 8.8551e-07],[0.469  0.469  0.469  0.4711 0.4711 0.4711],0.47005876672418906,0.8,2.0,-2.0272726828817476,-21.43545919739648,[1.2606],[1.     0.0074 0.0074 0.0074 0.5289 0.5289 0.5289],2.095036268234253
