episode,step,time,exo_action,exo_torque,jpos,jvel,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,reward,cumulative_reward,pose_err,ctrl,imu_avg_abs_qvel
10,0,0.0,[1.],1.0,[0.9003],[0.0557],[0.1863 0.1863 0.1863 0.9136 0.9136 0.9136],[0.7272 0.7272 0.7272 0.     0.     0.    ],[0.0864 0.0864 0.0864 0.0864 0.0864 0.0864],0.08643470114119246,0.8,2.0,-1.9997960762835838,-1.9997960762835838,[1.0997],[1.     0.1863 0.1863 0.1863 0.9136 0.9136 0.9136],0.055666934698820114
10,1,0.02,[1.],1.0,[0.9027],[0.1757],[0.1139 0.1139 0.1139 0.9134 0.9134 0.9134],[7.9967e-01 7.9967e-01 7.9967e-01 1.6252e-07 1.6252e-07 1.6252e-07],[0.0864 0.0864 0.0864 0.0866 0.0866 0.0866],0.0865227450812584,0.8,2.0,-2.2100072715190016,-4.209803347802586,[1.0973],[1.     0.1139 0.1139 0.1139 0.9134 0.9134 0.9134],0.1756826639175415
10,2,0.04,[1.],1.0,[0.9079],[0.3295],[0.0759 0.0759 0.0759 0.9132 0.9132 0.9132],[ 8.3771e-01  8.3771e-01  8.3771e-01 -2.6470e-23 -2.6470e-23 -2.6470e-23],[0.0864 0.0864 0.0864 0.0868 0.0868 0.0868],0.08660416500541251,0.8,2.0,-2.3034225945982976,-6.513225942400883,[1.0921],[1.     0.0759 0.0759 0.0759 0.9132 0.9132 0.9132],0.329486221075058
10,3,0.06,[1.],1.0,[0.9163],[0.4983],[0.0527 0.0527 0.0527 0.9131 0.9131 0.9131],[8.6085e-01 8.6085e-01 8.6085e-01 1.6315e-07 1.6315e-07 1.6315e-07],[0.0864 0.0864 0.0864 0.0869 0.0869 0.0869],0.08668210095029995,0.8,2.0,-2.3454765014785215,-8.858702443879405,[1.0837],[1.     0.0527 0.0527 0.0527 0.9131 0.9131 0.9131],0.4983058273792267
10,4,0.08,[1.],1.0,[0.9282],[0.6723],[0.0376 0.0376 0.0376 0.9129 0.9129 0.9129],[8.7598e-01 8.7598e-01 8.7598e-01 5.2940e-23 5.2940e-23 5.2940e-23],[0.0864 0.0864 0.0864 0.0871 0.0871 0.0871],0.08675791407277365,0.8,2.0,-2.3603812245900304,-11.219083668469436,[1.0718],[1.     0.0376 0.0376 0.0376 0.9129 0.9129 0.9129],0.6723428964614868
10,5,0.1,[1.],1.0,[0.9435],[0.8455],[0.0273 0.0273 0.0273 0.9127 0.9127 0.9127],[8.8632e-01 8.8632e-01 8.8632e-01 1.6377e-07 1.6377e-07 1.6377e-07],[0.0864 0.0864 0.0864 0.0873 0.0873 0.0873],0.08683233514620542,0.8,2.0,-2.3593462860011236,-13.57842995447056,[1.0565],[1.     0.0273 0.0273 0.0273 0.9127 0.9127 0.9127],0.8454791307449341
10,6,0.12,[1.],1.0,[0.9623],[1.0135],[0.0201 0.0201 0.0201 0.9126 0.9126 0.9126],[0.8936 0.8936 0.8936 0.     0.     0.    ],[0.0864 0.0864 0.0864 0.0874 0.0874 0.0874],0.08690580234552936,0.8,2.0,-2.3481553091130527,-15.926585263583611,[1.0377],[1.     0.0201 0.0201 0.0201 0.9126 0.9126 0.9126],1.0134882926940918
10,7,0.14,[1.],1.0,[0.9843],[1.1733],[0.0149 0.0149 0.0149 0.9124 0.9124 0.9124],[8.9877e-01 8.9877e-01 8.9877e-01 1.6440e-07 1.6440e-07 1.6440e-07],[0.0863 0.0863 0.0863 0.0876 0.0876 0.0876],0.08697859681130433,0.8,2.0,-2.329999516781837,-18.256584780365447,[1.0157],[1.     0.0149 0.0149 0.0149 0.9124 0.9124 0.9124],1.1732603311538696
10,8,0.16,[1.],1.0,[1.0095],[1.3224],[0.0111 0.0111 0.0111 0.9122 0.9122 0.9122],[0.9025 0.9025 0.9025 0.     0.     0.    ],[0.0863 0.0863 0.0863 0.0878 0.0878 0.0878],0.08705090703429337,0.8,2.0,-2.306742245486098,-20.563327025851546,[0.9905],[1.     0.0111 0.0111 0.0111 0.9122 0.9122 0.9122],1.3224223852157593
10,9,0.18,[1.],1.0,[1.0374],[1.4591],[0.0084 0.0084 0.0084 0.9121 0.9121 0.9121],[9.0530e-01 9.0530e-01 9.0530e-01 1.6502e-07 1.6502e-07 1.6502e-07],[0.0863 0.0863 0.0863 0.0879 0.0879 0.0879],0.08712286339145882,0.8,2.0,-2.2795409655062437,-22.84286799135779,[0.9626],[1.     0.0084 0.0084 0.0084 0.9121 0.9121 0.9121],1.459148645401001
