episode,step,time,exo_action,exo_torque,jpos,jvel,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,reward,cumulative_reward,pose_err,ctrl,imu_avg_abs_qvel
8,0,0.0,[1.],1.0,[0.9277],[0.7563],[0.1869 0.1869 0.1869 0.9327 0.9327 0.9327],[0.7459 0.7459 0.7459 0.     0.     0.    ],[0.0672 0.0672 0.0672 0.0673 0.0673 0.0673],0.06724725478830411,0.8,2.0,-1.9866904857648042,-1.9866904857648042,[1.0723],[1.     0.1869 0.1869 0.1869 0.9327 0.9327 0.9327],0.7563332319259644
8,1,0.02,[1.],1.0,[0.9519],[1.5852],[0.1142 0.1142 0.1142 0.9244 0.9244 0.9244],[0.8186 0.8186 0.8186 0.0082 0.0082 0.0082],[0.0673 0.0673 0.0673 0.0674 0.0674 0.0674],0.06733040258077237,0.8,2.0,-2.17435655893824,-4.161047044703045,[1.0481],[1.     0.1142 0.1142 0.1142 0.9244 0.9244 0.9244],1.585218071937561
8,2,0.04,[1.],1.0,[0.9927],[2.4031],[0.076 0.076 0.076 0.924 0.924 0.924],[0.8567 0.8567 0.8567 0.0085 0.0085 0.0085],[0.0673 0.0673 0.0673 0.0676 0.0676 0.0676],0.06740613241516248,0.8,2.0,-2.2323952133344793,-6.393442258037524,[1.0073],[1.    0.076 0.076 0.076 0.924 0.924 0.924],2.4031035900115967
8,3,0.06,[1.],1.0,[1.0492],[3.1609],[0.0528 0.0528 0.0528 0.9244 0.9244 0.9244],[0.8799 0.8799 0.8799 0.0079 0.0079 0.0079],[0.0672 0.0672 0.0672 0.0677 0.0677 0.0677],0.06748778574188462,0.8,2.0,-2.227125023146253,-8.620567281183778,[0.9508],[1.     0.0528 0.0528 0.0528 0.9244 0.9244 0.9244],3.160916328430176
8,4,0.08,[1.],1.0,[1.12],[3.8345],[0.0377 0.0377 0.0377 0.924  0.924  0.924 ],[0.8951 0.8951 0.8951 0.0081 0.0081 0.0081],[0.0672 0.0672 0.0672 0.0679 0.0679 0.0679],0.06755787746510282,0.8,2.0,-2.1835478737686103,-10.804115154952388,[0.88],[1.     0.0377 0.0377 0.0377 0.924  0.924  0.924 ],3.8345041275024414
8,5,0.1,[1.],1.0,[1.2032],[4.4127],[0.0273 0.0273 0.0273 0.9244 0.9244 0.9244],[0.9054 0.9054 0.9054 0.0076 0.0076 0.0076],[0.0672 0.0672 0.0672 0.068  0.068  0.068 ],0.0676360368248677,0.8,2.0,-2.1153328189698657,-12.919447973922253,[0.7968],[1.     0.0273 0.0273 0.0273 0.9244 0.9244 0.9244],4.41265869140625
8,6,0.12,[1.],1.0,[1.2969],[4.8931],[0.0201 0.0201 0.0201 0.924  0.924  0.924 ],[0.9127 0.9127 0.9127 0.0078 0.0078 0.0078],[0.0672 0.0672 0.0672 0.0682 0.0682 0.0682],0.06770376233120516,0.8,2.0,-2.0294940130894803,-14.948941987011732,[0.7031],[1.     0.0201 0.0201 0.0201 0.924  0.924  0.924 ],4.8930535316467285
8,7,0.14,[1.],1.0,[1.3991],[5.2709],[0.0149 0.0149 0.0149 0.9244 0.9244 0.9244],[0.9179 0.9179 0.9179 0.0072 0.0072 0.0072],[0.0672 0.0672 0.0672 0.0684 0.0684 0.0684],0.06778032092570126,0.8,2.0,-1.931737726511225,-16.88067971352296,[0.6009],[1.     0.0149 0.0149 0.0149 0.9244 0.9244 0.9244],5.270908355712891
8,8,0.16,[1.],1.0,[1.5077],[5.5478],[0.0112 0.0112 0.0112 0.924  0.924  0.924 ],[0.9217 0.9217 0.9217 0.0075 0.0075 0.0075],[0.0672 0.0672 0.0672 0.0685 0.0685 0.0685],0.06784687175105038,0.8,2.0,-1.82516322990085,-18.705842943423807,[0.4923],[1.     0.0112 0.0112 0.0112 0.924  0.924  0.924 ],5.547849655151367
8,9,0.18,[0.63],0.6299633979797363,[1.6164],[5.3333],[0.0084 0.0084 0.0084 0.9244 0.9244 0.9244],[0.9244 0.9244 0.9244 0.0069 0.0069 0.0069],[0.0672 0.0672 0.0672 0.0687 0.0687 0.0687],0.06792261967574478,0.8,2.0,-1.7177326564921538,-20.42357559991596,[0.3836],[0.63   0.0084 0.0084 0.0084 0.9244 0.9244 0.9244],5.3333306312561035
8,10,0.2,[0.2233],0.22325827181339264,[1.7154],[4.6423],[0.0065 0.0066 0.0064 0.8356 0.907  0.924 ],[0.9263 0.9262 0.9265 0.0955 0.0242 0.0072],[0.0671 0.0671 0.0671 0.0688 0.0688 0.0688],0.06798853816955479,0.8,2.0,-1.5999281585189304,-22.02350375843489,[0.2846],[0.2233 0.0065 0.0066 0.0064 0.8356 0.907  0.924 ],4.64230489730835
8,11,0.22,[0.],0.0,[1.7981],[3.7299],[0.0097 0.0062 0.005  0.3988 0.678  0.887 ],[0.9231 0.9267 0.9278 0.5323 0.253  0.044 ],[0.0671 0.0671 0.0671 0.069  0.069  0.069 ],0.06805415916521478,0.8,2.0,2.610271439214397,-19.413232319220494,[0.2019],[0.     0.0097 0.0062 0.005  0.3988 0.678  0.887 ],3.7298672199249268
8,12,0.24,[0.],0.0,[1.8631],[2.8637],[0.0241 0.0092 0.0045 0.287  0.4525 0.62  ],[0.9088 0.9236 0.9284 0.644  0.4785 0.3109],[0.0672 0.0671 0.0671 0.069  0.0691 0.0691],0.06810156925478587,0.8,2.0,6.8501435401149875,-12.563088779105506,[0.1369],[0.     0.0241 0.0092 0.0045 0.287  0.4525 0.62  ],2.8637008666992188
8,13,0.26,[0.],0.0,[1.9113],[2.0457],[0.0309 0.0088 0.0061 0.224  0.305  0.4307],[0.9019 0.9241 0.9268 0.7069 0.6258 0.5001],[0.0672 0.0671 0.0671 0.069  0.0691 0.0692],0.06813110926307879,0.8,2.0,7.0664949359639815,-5.496593843141524,[0.0887],[0.     0.0309 0.0088 0.0061 0.224  0.305  0.4307],2.045685291290283
