episode,step,time,exo_action,exo_torque,jpos,jvel,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,reward,cumulative_reward,pose_err,ctrl,imu_avg_abs_qvel
62,0,0.0,[1.],1.0,[0.3933],[0.7204],[0.1234 0.1234 0.1234 0.4146 0.4146 0.4146],[0.2913 0.2913 0.2913 0.     0.     0.    ],[0.5852 0.5852 0.5852 0.5854 0.5854 0.5854],0.5853082839677203,0.8,2.0,-2.0833064727519197,-2.0833064727519197,[1.6067],[1.     0.1234 0.1234 0.1234 0.4146 0.4146 0.4146],0.720441997051239
62,1,0.02,[1.],1.0,[0.4163],[1.5022],[0.0813 0.0813 0.0813 0.4145 0.4145 0.4145],[3.3360e-01 3.3360e-01 3.3360e-01 1.1005e-06 1.1005e-06 1.1005e-06],[0.5851 0.5851 0.5851 0.5855 0.5855 0.5855],0.5852742870704439,0.8,2.0,-2.1488404000601102,-4.23214687281203,[1.5837],[1.     0.0813 0.0813 0.0813 0.4145 0.4145 0.4145],1.502246618270874
62,2,0.04,[1.],1.0,[0.4546],[2.2441],[0.0562 0.0562 0.0562 0.4145 0.4145 0.4145],[0.3589 0.3589 0.3589 0.     0.     0.    ],[0.5849 0.5849 0.5849 0.5855 0.5855 0.5855],0.5852364617840567,0.8,2.0,-2.1394815861303513,-6.371628458942381,[1.5454],[1.     0.0562 0.0562 0.0562 0.4145 0.4145 0.4145],2.2440686225891113
62,3,0.06,[1.],1.0,[0.507],[2.9112],[0.0399 0.0399 0.0399 0.4144 0.4144 0.4144],[3.7530e-01 3.7530e-01 3.7530e-01 1.1008e-06 1.1008e-06 1.1008e-06],[0.5848 0.5848 0.5848 0.5856 0.5856 0.5856],0.5851963588208676,0.8,2.0,-2.0963794452501476,-8.468007904192529,[1.493],[1.     0.0399 0.0399 0.0399 0.4144 0.4144 0.4144],2.9112374782562256
62,4,0.08,[1.],1.0,[0.5717],[3.4892],[0.0289 0.0289 0.0289 0.4143 0.4143 0.4143],[0.3865 0.3865 0.3865 0.     0.     0.    ],[0.5846 0.5846 0.5846 0.5857 0.5857 0.5857],0.5851547874936248,0.8,2.0,-2.033807771048289,-10.501815675240818,[1.4283],[1.     0.0289 0.0289 0.0289 0.4143 0.4143 0.4143],3.489201784133911
62,5,0.1,[1.],1.0,[0.647],[3.9722],[0.0212 0.0212 0.0212 0.4142 0.4142 0.4142],[3.9435e-01 3.9435e-01 3.9435e-01 1.1011e-06 1.1011e-06 1.1011e-06],[0.5845 0.5845 0.5845 0.5858 0.5858 0.5858],0.5851122257900933,0.8,2.0,-1.958211504676107,-12.460027179916926,[1.353],[1.     0.0212 0.0212 0.0212 0.4142 0.4142 0.4142],3.972238540649414
62,6,0.12,[1.],1.0,[0.7308],[4.3606],[0.0157 0.0157 0.0157 0.4142 0.4142 0.4142],[0.4 0.4 0.4 0.  0.  0. ],[0.5843 0.5843 0.5843 0.5858 0.5858 0.5858],0.5850689769297666,0.8,2.0,-1.8732341858682142,-14.333261365785141,[1.2692],[1.     0.0157 0.0157 0.0157 0.4142 0.4142 0.4142],4.360620498657227
62,7,0.14,[1.],1.0,[0.8215],[4.6613],[0.0117 0.0117 0.0117 0.4141 0.4141 0.4141],[4.0413e-01 4.0413e-01 4.0413e-01 1.1014e-06 1.1014e-06 1.1014e-06],[0.5841 0.5841 0.5841 0.5859 0.5859 0.5859],0.5850252432136238,0.8,2.0,-1.7813579359818563,-16.114619301766997,[1.1785],[1.     0.0117 0.0117 0.0117 0.4141 0.4141 0.4141],4.661341190338135
62,8,0.16,[1.],1.0,[0.9174],[4.8996],[0.0088 0.0088 0.0088 0.414  0.414  0.414 ],[0.4072 0.4072 0.4072 0.     0.     0.    ],[0.584 0.584 0.584 0.586 0.586 0.586],0.5849811635132959,0.8,2.0,-1.684295034537118,-17.798914336304115,[1.0826],[1.     0.0088 0.0088 0.0088 0.414  0.414  0.414 ],4.899577617645264
62,9,0.18,[1.],1.0,[1.0175],[5.0827],[0.0067 0.0067 0.0067 0.4139 0.4139 0.4139],[4.0948e-01 4.0948e-01 4.0948e-01 1.1017e-06 1.1017e-06 1.1017e-06],[0.5838 0.5838 0.5838 0.5861 0.5861 0.5861],0.5849368359502201,0.8,2.0,-1.583276589058113,-19.382190925362227,[0.9825],[1.     0.0067 0.0067 0.0067 0.4139 0.4139 0.4139],5.082705497741699
