episode,step,time,exo_action,exo_torque,jpos,jvel,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,reward,cumulative_reward,pose_err,ctrl,imu_avg_abs_qvel
88,0,0.0,[1.],1.0,[0.1333],[0.4366],[0.057  0.057  0.057  0.1651 0.1651 0.1651],[0.1084 0.1084 0.1084 0.     0.     0.    ],[0.8346 0.8346 0.8346 0.8349 0.8349 0.8349],0.8347450269645202,0.8,2.0,-2.076606234436471,-2.076606234436471,[1.8667],[1.     0.057  0.057  0.057  0.1651 0.1651 0.1651],0.4365520179271698
88,1,0.02,[1.],1.0,[0.147],[0.8902],[0.0404 0.0404 0.0404 0.1651 0.1651 0.1651],[1.2515e-01 1.2515e-01 1.2515e-01 1.5695e-06 1.5695e-06 1.5695e-06],[0.8344 0.8344 0.8344 0.8349 0.8349 0.8349],0.8346468163535211,0.8,2.0,-2.092416236247509,-4.169022470683981,[1.853],[1.     0.0404 0.0404 0.0404 0.1651 0.1651 0.1651],0.8902440071105957
88,2,0.04,[1.],1.0,[0.1696],[1.3235],[0.0293 0.0293 0.0293 0.1651 0.1651 0.1651],[1.3657e-01 1.3657e-01 1.3657e-01 7.9216e-07 7.9216e-07 7.9216e-07],[0.8342 0.8342 0.8342 0.8349 0.8349 0.8349],0.8345471274290744,0.8,2.0,-2.0755449305822413,-6.244567401266222,[1.8304],[1.     0.0293 0.0293 0.0293 0.1651 0.1651 0.1651],1.323470115661621
88,3,0.06,[1.],1.0,[0.2006],[1.7256],[0.0214 0.0214 0.0214 0.1651 0.1651 0.1651],[1.4461e-01 1.4461e-01 1.4461e-01 1.1773e-06 1.1773e-06 1.1773e-06],[0.8339 0.8339 0.8339 0.8349 0.8349 0.8349],0.8344464474187542,0.8,2.0,-2.0449555954353293,-8.289522996701551,[1.7994],[1.     0.0214 0.0214 0.0214 0.1651 0.1651 0.1651],1.725569486618042
88,4,0.08,[1.],1.0,[0.2392],[2.0916],[0.0159 0.0159 0.0159 0.165  0.165  0.165 ],[1.5040e-01 1.5040e-01 1.5040e-01 9.8674e-07 9.8674e-07 9.8674e-07],[0.8337 0.8337 0.8337 0.835  0.835  0.835 ],0.8343450847836164,0.8,2.0,-2.0054846613639197,-10.29500765806547,[1.7608],[1.     0.0159 0.0159 0.0159 0.165  0.165  0.165 ],2.0915613174438477
88,5,0.1,[1.],1.0,[0.2846],[2.4182],[0.0119 0.0119 0.0119 0.165  0.165  0.165 ],[1.5465e-01 1.5465e-01 1.5465e-01 1.0813e-06 1.0813e-06 1.0813e-06],[0.8335 0.8335 0.8335 0.835  0.835  0.835 ],0.8342432447862548,0.8,2.0,-1.9589194339027394,-12.25392709196821,[1.7154],[1.     0.0119 0.0119 0.0119 0.165  0.165  0.165 ],2.418207883834839
88,6,0.12,[1.],1.0,[0.3362],[2.7032],[0.0089 0.0089 0.0089 0.165  0.165  0.165 ],[1.5782e-01 1.5782e-01 1.5782e-01 1.0346e-06 1.0346e-06 1.0346e-06],[0.8332 0.8332 0.8332 0.835  0.835  0.835 ],0.8341410684607152,0.8,2.0,-1.9063538432518636,-14.160280935220074,[1.6638],[1.     0.0089 0.0089 0.0089 0.165  0.165  0.165 ],2.7032089233398438
88,7,0.14,[1.],1.0,[0.393],[2.9451],[0.0068 0.0068 0.0068 0.1649 0.1649 0.1649],[1.6020e-01 1.6020e-01 1.6020e-01 1.0578e-06 1.0578e-06 1.0578e-06],[0.833  0.833  0.833  0.8351 0.8351 0.8351],0.8340386550629976,0.8,2.0,-1.848700123869137,-16.008981059089212,[1.607],[1.     0.0068 0.0068 0.0068 0.1649 0.1649 0.1649],2.9450528621673584
88,8,0.16,[1.],1.0,[0.4542],[3.143],[0.0052 0.0052 0.0052 0.1649 0.1649 0.1649],[1.6203e-01 1.6203e-01 1.6203e-01 1.0465e-06 1.0465e-06 1.0465e-06],[0.8328 0.8328 0.8328 0.8351 0.8351 0.8351],0.8339360755815116,0.8,2.0,-1.7868265375982573,-17.79580759668747,[1.5458],[1.     0.0052 0.0052 0.0052 0.1649 0.1649 0.1649],3.1430132389068604
88,9,0.18,[1.],1.0,[0.5188],[3.2972],[0.004  0.004  0.004  0.1649 0.1649 0.1649],[1.6344e-01 1.6344e-01 1.6344e-01 1.0522e-06 1.0522e-06 1.0522e-06],[0.8325 0.8325 0.8325 0.8351 0.8351 0.8351],0.8338333814235425,0.8,2.0,-1.7215980597721035,-19.517405656459573,[1.4812],[1.     0.004  0.004  0.004  0.1649 0.1649 0.1649],3.29719614982605
88,10,0.2,[1.],1.0,[0.586],[3.4086],[0.0031 0.0031 0.0031 0.1649 0.1649 0.1649],[1.6455e-01 1.6455e-01 1.6455e-01 1.0495e-06 1.0495e-06 1.0495e-06],[0.8323 0.8323 0.8323 0.8351 0.8351 0.8351],0.8337306101373723,0.8,2.0,-1.6538647447350106,-21.171270401194583,[1.414],[1.     0.0031 0.0031 0.0031 0.1649 0.1649 0.1649],3.4085710048675537
88,11,0.22,[1.],1.0,[0.655],[3.479],[0.0025 0.0025 0.0025 0.1648 0.1648 0.1648],[1.6544e-01 1.6544e-01 1.6544e-01 1.0510e-06 1.0510e-06 1.0510e-06],[0.8321 0.8321 0.8321 0.8352 0.8352 0.8352],0.8336277893322764,0.8,2.0,-1.5844468850438003,-22.755717286238383,[1.345],[1.     0.0025 0.0025 0.0025 0.1648 0.1648 0.1648],3.4790303707122803
88,12,0.24,[1.],1.0,[0.725],[3.5113],[0.002  0.002  0.002  0.1648 0.1648 0.1648],[1.6616e-01 1.6616e-01 1.6616e-01 1.0504e-06 1.0504e-06 1.0504e-06],[0.8318 0.8318 0.8318 0.8352 0.8352 0.8352],0.8335249394047214,0.8,2.0,-1.5141181302142122,-24.269835416452594,[1.275],[1.     0.002  0.002  0.002  0.1648 0.1648 0.1648],3.511345148086548
88,13,0.26,[1.],1.0,[0.7953],[3.509],[0.0016 0.0016 0.0016 0.1648 0.1648 0.1648],[1.6676e-01 1.6676e-01 1.6676e-01 1.0509e-06 1.0509e-06 1.0509e-06],[0.8316 0.8316 0.8316 0.8352 0.8352 0.8352],0.8334220754774334,0.8,2.0,-1.4435903630998623,-25.713425779552455,[1.2047],[1.     0.0016 0.0016 0.0016 0.1648 0.1648 0.1648],3.5090489387512207
88,14,0.28,[1.],1.0,[0.8652],[3.479],[0.0014 0.0014 0.0014 0.1647 0.1647 0.1647],[1.6726e-01 1.6726e-01 1.6726e-01 1.0508e-06 1.0508e-06 1.0508e-06],[0.8314 0.8314 0.8314 0.8353 0.8353 0.8353],0.8333192087918123,0.8,2.0,-1.3734756733112965,-27.086901452863753,[1.1348],[1.     0.0014 0.0014 0.0014 0.1647 0.1647 0.1647],3.478996753692627
88,15,0.3,[1.],1.0,[0.9342],[3.4262],[0.0012 0.0012 0.0012 0.1647 0.1647 0.1647],[1.677e-01 1.677e-01 1.677e-01 1.051e-06 1.051e-06 1.051e-06],[0.8311 0.8311 0.8311 0.8353 0.8353 0.8353],0.8332163477204734,0.8,2.0,-1.3042560364892783,-28.39115748935303,[1.0658],[1.     0.0012 0.0012 0.0012 0.1647 0.1647 0.1647],3.4261603355407715
