episode,step,time,exo_action,exo_torque,jpos,jvel,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,reward,cumulative_reward,pose_err,ctrl,imu_avg_abs_qvel
14,0,0.0,[1.],1.0,[0.8627],[0.2334],[0.1848 0.1848 0.1848 0.8752 0.8752 0.8752],[0.6904 0.6904 0.6904 0.     0.     0.    ],[0.1248 0.1248 0.1248 0.1248 0.1248 0.1248],0.12480959384696917,0.8,2.0,-2.0085281994188193,-2.0085281994188193,[1.1373],[1.     0.1848 0.1848 0.1848 0.8752 0.8752 0.8752],0.23336049914360046
14,1,0.02,[1.],1.0,[0.8706],[0.5387],[0.1132 0.1132 0.1132 0.875  0.875  0.875 ],[7.6203e-01 7.6203e-01 7.6203e-01 2.3467e-07 2.3467e-07 2.3467e-07],[0.1248 0.1248 0.1248 0.125  0.125  0.125 ],0.12488855235519065,0.8,2.0,-2.2037691188266173,-4.212297318245437,[1.1294],[1.     0.1132 0.1132 0.1132 0.875  0.875  0.875 ],0.5386512875556946
14,2,0.04,[1.],1.0,[0.8851],[0.873],[0.0754 0.0754 0.0754 0.8749 0.8749 0.8749],[0.7998 0.7998 0.7998 0.     0.     0.    ],[0.1248 0.1248 0.1248 0.1251 0.1251 0.1251],0.12496096245462714,0.8,2.0,-2.282113978297753,-6.4944112965431895,[1.1149],[1.     0.0754 0.0754 0.0754 0.8749 0.8749 0.8749],0.8730040788650513
14,3,0.06,[1.],1.0,[0.9063],[1.211],[0.0525 0.0525 0.0525 0.8747 0.8747 0.8747],[8.2278e-01 8.2278e-01 8.2278e-01 2.3527e-07 2.3527e-07 2.3527e-07],[0.1248 0.1248 0.1248 0.1253 0.1253 0.1253],0.1250299183229505,0.8,2.0,-2.3075885147833954,-8.801999811326585,[1.0937],[1.     0.0525 0.0525 0.0525 0.8747 0.8747 0.8747],1.2109909057617188
14,4,0.08,[1.],1.0,[0.9341],[1.5393],[0.0374 0.0374 0.0374 0.8745 0.8745 0.8745],[0.8378 0.8378 0.8378 0.     0.     0.    ],[0.1247 0.1247 0.1247 0.1255 0.1255 0.1255],0.12509676736278805,0.8,2.0,-2.3039659479619123,-11.105965759288498,[1.0659],[1.     0.0374 0.0374 0.0374 0.8745 0.8745 0.8745],1.5393375158309937
14,5,0.1,[1.],1.0,[0.9683],[1.8498],[0.0272 0.0272 0.0272 0.8744 0.8744 0.8744],[8.4813e-01 8.4813e-01 8.4813e-01 2.3587e-07 2.3587e-07 2.3587e-07],[0.1247 0.1247 0.1247 0.1256 0.1256 0.1256],0.1251622345013583,0.8,2.0,-2.282357384439732,-13.388323143728229,[1.0317],[1.     0.0272 0.0272 0.0272 0.8744 0.8744 0.8744],1.8497917652130127
14,6,0.12,[1.],1.0,[1.0085],[2.1368],[0.02   0.02   0.02   0.8742 0.8742 0.8742],[0.8554 0.8554 0.8554 0.     0.     0.    ],[0.1247 0.1247 0.1247 0.1258 0.1258 0.1258],0.12522675491427035,0.8,2.0,-2.248624899624533,-15.636948043352762,[0.9915],[1.     0.02   0.02   0.02   0.8742 0.8742 0.8742],2.1367533206939697
14,7,0.14,[1.],1.0,[1.0542],[2.3963],[0.0148 0.0148 0.0148 0.8741 0.8741 0.8741],[8.6054e-01 8.6054e-01 8.6054e-01 2.3647e-07 2.3647e-07 2.3647e-07],[0.1246 0.1246 0.1246 0.1259 0.1259 0.1259],0.12529060805641482,0.8,2.0,-2.2061466320330423,-17.843094675385803,[0.9458],[1.     0.0148 0.0148 0.0148 0.8741 0.8741 0.8741],2.3963325023651123
14,8,0.16,[1.],1.0,[1.1047],[2.626],[0.0111 0.0111 0.0111 0.8739 0.8739 0.8739],[0.8643 0.8643 0.8643 0.     0.     0.    ],[0.1246 0.1246 0.1246 0.1261 0.1261 0.1261],0.12535398136446596,0.8,2.0,-2.1570418432929275,-20.00013651867873,[0.8953],[1.     0.0111 0.0111 0.0111 0.8739 0.8739 0.8739],2.6259961128234863
14,9,0.18,[1.],1.0,[1.1594],[2.8245],[0.0084 0.0084 0.0084 0.8737 0.8737 0.8737],[8.6706e-01 8.6706e-01 8.6706e-01 2.3707e-07 2.3707e-07 2.3707e-07],[0.1246 0.1246 0.1246 0.1263 0.1263 0.1263],0.12541700455628246,0.8,2.0,-2.1027605835184175,-22.102897102197147,[0.8406],[1.     0.0084 0.0084 0.0084 0.8737 0.8737 0.8737],2.8244881629943848
14,10,0.2,[1.],1.0,[1.2178],[2.9919],[0.0064 0.0064 0.0064 0.8736 0.8736 0.8736],[ 8.691e-01  8.691e-01  8.691e-01 -2.647e-23 -2.647e-23 -2.647e-23],[0.1245 0.1245 0.1245 0.1264 0.1264 0.1264],0.12547976922734702,0.8,2.0,-2.0443814722938165,-24.147278574490965,[0.7822],[1.     0.0064 0.0064 0.0064 0.8736 0.8736 0.8736],2.9918744564056396
14,11,0.22,[1.],1.0,[1.2792],[3.1293],[0.0049 0.0049 0.0049 0.8734 0.8734 0.8734],[8.7061e-01 8.7061e-01 8.7061e-01 2.3767e-07 2.3767e-07 2.3767e-07],[0.1245 0.1245 0.1245 0.1266 0.1266 0.1266],0.12554234118767182,0.8,2.0,-1.9827571216204498,-26.130035696111413,[0.7208],[1.     0.0049 0.0049 0.0049 0.8734 0.8734 0.8734],3.1293299198150635
14,12,0.24,[1.],1.0,[1.343],[3.237],[0.0038 0.0038 0.0038 0.8733 0.8733 0.8733],[8.7175e-01 8.7175e-01 8.7175e-01 2.6470e-23 2.6470e-23 2.6470e-23],[0.1245 0.1245 0.1245 0.1267 0.1267 0.1267],0.12560476812629304,0.8,2.0,-1.918611970308516,-28.048647666419928,[0.657],[1.     0.0038 0.0038 0.0038 0.8733 0.8733 0.8733],3.2369637489318848
14,13,0.26,[1.],1.0,[1.4087],[3.3154],[0.003  0.003  0.003  0.8731 0.8731 0.8731],[8.7260e-01 8.7260e-01 8.7260e-01 2.3827e-07 2.3827e-07 2.3827e-07],[0.1244 0.1244 0.1244 0.1269 0.1269 0.1269],0.12566708501653065,0.8,2.0,-1.8526138362022917,-29.90126150262222,[0.5913],[1.     0.003  0.003  0.003  0.8731 0.8731 0.8731],3.3154098987579346
14,14,0.28,[1.],1.0,[1.4756],[3.3663],[0.0024 0.0024 0.0024 0.8729 0.8729 0.8729],[ 8.7324e-01  8.7324e-01  8.7324e-01 -5.2940e-23 -5.2940e-23 -5.2940e-23],[0.1244 0.1244 0.1244 0.1271 0.1271 0.1271],0.12572931753225944,0.8,2.0,-1.7853574187579195,-31.686618921380138,[0.5244],[1.     0.0024 0.0024 0.0024 0.8729 0.8729 0.8729],3.366285562515259
14,15,0.3,[1.],1.0,[1.5432],[3.3921],[0.0019 0.0019 0.0019 0.8728 0.8728 0.8728],[8.7373e-01 8.7373e-01 8.7373e-01 2.3887e-07 2.3887e-07 2.3887e-07],[0.1244 0.1244 0.1244 0.1272 0.1272 0.1272],0.12579148473691779,0.8,2.0,-1.7173757676700074,-33.403994689050144,[0.4568],[1.     0.0019 0.0019 0.0019 0.8728 0.8728 0.8728],3.3920629024505615
14,16,0.32,[0.8551],0.85508131980896,[1.6102],[3.3079],[0.0016 0.0016 0.0016 0.8726 0.8726 0.8726],[0.8741 0.8741 0.8741 0.     0.     0.    ],[0.1243 0.1243 0.1243 0.1274 0.1274 0.1274],0.12585360070100898,0.8,2.0,-1.6501162314761846,-35.05411092052633,[0.3898],[0.8551 0.0016 0.0016 0.0016 0.8726 0.8726 0.8726],3.3078980445861816
14,17,0.34,[0.6135],0.6134712100028992,[1.6737],[3.0636],[0.0013 0.0013 0.0013 0.8725 0.8725 0.8725],[8.7439e-01 8.7439e-01 8.7439e-01 2.3946e-07 2.3946e-07 2.3946e-07],[0.1243 0.1243 0.1243 0.1275 0.1275 0.1275],0.1259156759678213,0.8,2.0,-1.5863352374659598,-36.64044615799229,[0.3263],[0.6135 0.0013 0.0013 0.0013 0.8725 0.8725 0.8725],3.0636227130889893
14,18,0.36,[0.3952],0.3952369689941406,[1.7308],[2.6853],[0.0011 0.0011 0.0011 0.8723 0.8723 0.8723],[0.8746 0.8746 0.8746 0.     0.     0.    ],[0.1243 0.1243 0.1243 0.1277 0.1277 0.1277],0.12597771831930232,0.8,2.0,-1.5289454283865387,-38.16939158637882,[0.2692],[0.3952 0.0011 0.0011 0.0011 0.8723 0.8723 0.8723],2.68534255027771
14,19,0.38,[0.2147],0.2146676927804947,[1.7792],[2.2065],[0.0021 0.0013 0.001  0.6882 0.7899 0.8721],[8.7359e-01 8.7441e-01 8.7479e-01 1.8402e-01 8.2300e-02 2.4006e-07],[0.1243 0.1243 0.1242 0.1278 0.1278 0.1279],0.12603941439574487,0.8,2.0,2.5656825350880728,-35.60370905129075,[0.2208],[0.2147 0.0021 0.0013 0.001  0.6882 0.7899 0.8721],2.206496238708496
14,20,0.4,[0.1347],0.13467903435230255,[1.8177],[1.6964],[0.0045 0.0021 0.001  0.5511 0.6636 0.872 ],[0.8712 0.8736 0.8748 0.321  0.2085 0.    ],[0.1243 0.1243 0.1242 0.1279 0.1279 0.128 ],0.12609302412736415,0.8,2.0,2.673775936090114,-32.92993311520063,[0.1823],[0.1347 0.0045 0.0021 0.001  0.5511 0.6636 0.872 ],1.6964422464370728
14,21,0.42,[0.1589],0.15886543691158295,[1.8463],[1.2216],[0.0058 0.0026 0.0015 0.501  0.5528 0.8165],[0.87   0.8731 0.8744 0.3711 0.3192 0.0554],[0.1243 0.1243 0.1242 0.128  0.128  0.1281],0.1261385336685808,0.8,2.0,6.779163792062779,-26.150769323137855,[0.1537],[0.1589 0.0058 0.0026 0.0015 0.501  0.5528 0.8165],1.2216464281082153
14,22,0.44,[0.2439],0.2438889592885971,[1.8663],[0.818],[0.0057 0.0025 0.002  0.5    0.4679 0.7646],[0.87   0.8732 0.8739 0.372  0.404  0.1072],[0.1242 0.1242 0.1242 0.128  0.1281 0.1282],0.12616591359297052,0.8,2.0,6.869392716441598,-19.281376606696256,[0.1337],[0.2439 0.0057 0.0025 0.002  0.5    0.4679 0.7646],0.8180382251739502
14,23,0.46,[0.3536],0.3535621762275696,[1.8791],[0.4982],[0.0055 0.0024 0.0025 0.6126 0.4071 0.7422],[0.8703 0.8734 0.8734 0.2593 0.4648 0.1294],[0.1242 0.1242 0.1242 0.1281 0.1281 0.1283],0.12619509016407404,0.8,2.0,6.923832675357324,-12.357543931338931,[0.1209],[0.3536 0.0055 0.0024 0.0025 0.6126 0.4071 0.7422],0.4982214570045471
14,24,0.48,[0.4653],0.46527522802352905,[1.8864],[0.2607],[0.0052 0.0021 0.0036 0.5766 0.3591 0.754 ],[0.8707 0.8737 0.8722 0.2952 0.5128 0.1175],[0.1242 0.1242 0.1242 0.1282 0.1282 0.1285],0.12622516801515898,0.8,2.0,6.965809692172239,-5.391734239166692,[0.1136],[0.4653 0.0052 0.0021 0.0036 0.5766 0.3591 0.754 ],0.2607264518737793
14,25,0.5,[0.5713],0.5713495016098022,[1.8899],[0.0996],[0.0048 0.0019 0.0042 0.6766 0.3277 0.7922],[0.8711 0.874  0.8716 0.1951 0.5441 0.0792],[0.1241 0.1241 0.1242 0.1283 0.1282 0.1286],0.12625905195487544,0.8,2.0,6.964093793354529,1.5723595541878366,[0.1101],[0.5713 0.0048 0.0019 0.0042 0.6766 0.3277 0.7922],0.09960164874792099
14,26,0.52,[0.6617],0.6616921424865723,[1.8908],[0.0022],[0.0045 0.0017 0.0064 0.6296 0.3    0.7899],[0.8714 0.8743 0.8694 0.242  0.5718 0.0814],[0.1241 0.1241 0.1242 0.1284 0.1282 0.1287],0.1262841908172805,0.8,2.0,6.978358251335256,8.550717805523092,[0.1092],[0.6617 0.0045 0.0017 0.0064 0.6296 0.3    0.7899],0.0022348864004015923
14,27,0.54,[0.7409],0.7409213185310364,[1.8904],[-0.0402],[0.0041 0.0014 0.007  0.7233 0.2839 0.8639],[0.8718 0.8745 0.8688 0.1482 0.5879 0.0072],[0.1241 0.1241 0.1242 0.1285 0.1282 0.1289],0.12631903501557604,0.8,2.0,6.94530535491894,15.496023160442032,[0.1096],[0.7409 0.0041 0.0014 0.007  0.7233 0.2839 0.8639],0.04020547494292259
14,28,0.56,[0.8007],0.8007329702377319,[1.8895],[-0.0424],[0.0039 0.0013 0.0104 0.6682 0.2659 0.83  ],[0.872  0.8747 0.8654 0.2032 0.6058 0.041 ],[0.124  0.124  0.1242 0.1286 0.1282 0.129 ],0.12634647194836857,0.8,2.0,6.951791917841742,22.447815078283774,[0.1105],[0.8007 0.0039 0.0013 0.0104 0.6682 0.2659 0.83  ],0.042395006865262985
14,29,0.58,[0.8505],0.8505489826202393,[1.889],[-0.013],[0.0037 0.0012 0.0109 0.7212 0.2552 0.8613],[0.8723 0.8748 0.865  0.15   0.6165 0.0096],[0.124  0.124  0.1242 0.1287 0.1283 0.1291],0.12638277201647619,0.8,2.0,6.936209279231666,29.38402435751544,[0.111],[0.8505 0.0037 0.0012 0.0109 0.7212 0.2552 0.8613],0.01297066081315279
14,30,0.6,[0.8841],0.8840884566307068,[1.8893],[0.0363],[0.0036 0.0011 0.0139 0.687  0.243  0.8452],[0.8724 0.875  0.8619 0.1842 0.6287 0.0255],[0.124  0.124  0.1242 0.1288 0.1283 0.1293],0.12640927730682902,0.8,2.0,6.942058134562325,36.32608249207777,[0.1107],[0.8841 0.0036 0.0011 0.0139 0.687  0.243  0.8452],0.036315418779850006
14,31,0.62,[0.908],0.9079877138137817,[1.8907],[0.098],[0.0035 0.001  0.0151 0.6862 0.2325 0.8435],[0.8725 0.8751 0.8607 0.1849 0.6392 0.0271],[0.1239 0.1239 0.1242 0.1289 0.1283 0.1294],0.12643396386679076,0.8,2.0,6.948663973770412,43.27474646584818,[0.1093],[0.908  0.0035 0.001  0.0151 0.6862 0.2325 0.8435],0.09804287552833557
14,32,0.64,[0.9212],0.9211766123771667,[1.8934],[0.1649],[0.0035 0.001  0.0172 0.6805 0.221  0.8368],[0.8726 0.8752 0.8586 0.1905 0.6507 0.0336],[0.1239 0.1239 0.1242 0.129  0.1283 0.1295],0.12645827680305652,0.8,2.0,6.958053468677743,50.23279993452593,[0.1066],[0.9212 0.0035 0.001  0.0172 0.6805 0.221  0.8368],0.16487784683704376
14,33,0.66,[0.9257],0.9256810545921326,[1.8974],[0.2308],[0.0038 0.0009 0.02   0.666  0.2077 0.8237],[0.8723 0.8752 0.8558 0.2049 0.664  0.0467],[0.1239 0.1238 0.1242 0.1291 0.1283 0.1296],0.1264877039766292,0.8,2.0,6.972664672850593,57.20546460737652,[0.1026],[0.9257 0.0038 0.0009 0.02   0.666  0.2077 0.8237],0.23079505562782288
14,34,0.68,[0.9238],0.9237691164016724,[1.9027],[0.2914],[0.0043 0.0009 0.0233 0.6445 0.1928 0.8038],[0.8718 0.8753 0.8525 0.2263 0.679  0.0665],[0.1239 0.1238 0.1242 0.1292 0.1283 0.1297],0.12651596973354529,0.8,2.0,6.993718002094259,64.19918260947078,[0.0973],"[9.2377e-01 4.3321e-03 9.2065e-04 2.3325e-02 6.4453e-01 1.9275e-01
 8.0381e-01]",0.2913854122161865
14,35,0.7000000000000001,[0.9173],0.9172625541687012,[1.9091],[0.3436],[0.0049 0.0009 0.0271 0.6184 0.1768 0.777 ],[0.8712 0.8753 0.8487 0.2523 0.6949 0.0931],[0.1239 0.1238 0.1242 0.1292 0.1283 0.1298],0.12654841349691967,0.8,2.0,7.021484762563115,71.2206673720339,[0.0909],[0.9173 0.0049 0.0009 0.0271 0.6184 0.1768 0.777 ],0.3435857892036438
14,36,0.72,[0.9075],0.9075264930725098,[1.9165],[0.3854],[0.0056 0.001  0.0311 0.5894 0.1606 0.7435],[0.8705 0.8752 0.8446 0.2813 0.7111 0.1266],[0.1239 0.1238 0.1242 0.1293 0.1283 0.1299],0.12657889024382898,0.8,2.0,7.055654822186721,78.27632219422063,[0.0835],[0.9075 0.0056 0.001  0.0311 0.5894 0.1606 0.7435],0.3853781223297119
14,37,0.74,[0.8956],0.8955948352813721,[1.9245],[0.4153],[0.0064 0.001  0.0353 0.5586 0.1447 0.7037],[0.8697 0.8752 0.8404 0.312  0.727  0.1662],[0.1239 0.1238 0.1242 0.1294 0.1283 0.13  ],0.1266071074990158,0.8,2.0,7.0955049607712315,85.37182715499186,[0.0755],[0.8956 0.0064 0.001  0.0353 0.5586 0.1447 0.7037],0.41526928544044495
14,38,0.76,[0.8825],0.8825151920318604,[1.933],[0.4327],[0.0072 0.001  0.0395 0.5274 0.1295 0.6594],[0.8689 0.8752 0.8363 0.3432 0.7422 0.2105],[0.1239 0.1238 0.1242 0.1295 0.1283 0.1301],0.12663284131124794,0.8,2.0,7.139865946529088,92.51169310152095,[0.067],[0.8825 0.0072 0.001  0.0395 0.5274 0.1295 0.6594],0.432659387588501
14,39,0.78,[0.8689],0.8689427375793457,[1.9417],[0.4378],[0.008  0.001  0.0435 0.4967 0.1155 0.6121],[0.8681 0.8752 0.8323 0.3738 0.7563 0.2577],[0.1239 0.1238 0.1242 0.1295 0.1283 0.1302],0.1266501804093675,0.8,2.0,7.187351322332681,99.69904442385362,[0.0583],[0.8689 0.008  0.001  0.0435 0.4967 0.1155 0.6121],0.43775731325149536
14,40,0.8,[0.8555],0.8554854393005371,[1.9504],[0.4314],[0.0087 0.001  0.0471 0.4672 0.1028 0.5639],[0.8674 0.8753 0.8286 0.4032 0.769  0.3058],[0.1239 0.1237 0.1242 0.1296 0.1282 0.1303],0.12666486112382885,0.8,2.0,7.236448281017831,106.93549270487145,[0.0496],[0.8555 0.0087 0.001  0.0471 0.4672 0.1028 0.5639],0.43135660886764526
14,41,0.8200000000000001,[0.8427],0.8427136540412903,[1.9589],[0.4147],[0.0094 0.001  0.0503 0.4398 0.0915 0.5168],[0.8667 0.8753 0.8255 0.4306 0.7802 0.3528],[0.1239 0.1237 0.1243 0.1296 0.1282 0.1304],0.1266769247696164,0.8,2.0,7.285638689381115,114.22113139425257,[0.0411],[0.8427 0.0094 0.001  0.0503 0.4398 0.0915 0.5168],0.4147077202796936
14,42,0.84,[0.8311],0.8311303853988647,[1.9669],[0.3894],[0.0099 0.0009 0.0528 0.4149 0.0817 0.4726],[0.8662 0.8754 0.8229 0.4554 0.7901 0.397 ],[0.1239 0.1237 0.1243 0.1297 0.1282 0.1304],0.12668649384434058,0.8,2.0,7.333540938910747,121.55467233316331,[0.0331],[0.8311 0.0099 0.0009 0.0528 0.4149 0.0817 0.4726],0.38940998911857605
14,43,0.86,[0.8212],0.8211579322814941,[1.9743],[0.3573],[0.0103 0.0009 0.0548 0.393  0.0733 0.4325],[0.8658 0.8755 0.8209 0.4773 0.7985 0.4371],[0.1239 0.1236 0.1243 0.1297 0.1282 0.1305],0.12669375623644186,0.8,2.0,7.379015566845342,128.93368790000866,[0.0257],[0.8212 0.0103 0.0009 0.0548 0.393  0.0733 0.4325],0.35729891061782837
14,44,0.88,[0.8131],0.8131177425384521,[1.9811],[0.3203],[0.0106 0.0009 0.0563 0.3742 0.0661 0.397 ],[0.8655 0.8755 0.8195 0.4961 0.8057 0.4724],[0.1239 0.1236 0.1243 0.1297 0.1282 0.1305],0.12669894463236123,0.8,2.0,7.421213841217543,136.3549017412262,[0.0189],[0.8131 0.0106 0.0009 0.0563 0.3742 0.0661 0.397 ],0.3203299939632416
14,45,0.9,[0.8072],0.8072145581245422,[1.987],[0.2805],[0.0107 0.0008 0.0572 0.3586 0.06   0.3666],[0.8654 0.8756 0.8186 0.5116 0.8118 0.5028],[0.1239 0.1236 0.1243 0.1298 0.1281 0.1305],0.1267023159552639,0.8,2.0,7.459575630965311,143.8144773721915,[0.013],[0.8072 0.0107 0.0008 0.0572 0.3586 0.06   0.3666],0.28046664595603943
