step,time,exo_action,exo_torque,jpos,jvel,mlen,act,reward,cumulative_reward,solved,pose_err,MA,MR,MF,avg_fatigue,force_scale,activation_slowdown,ctrl
47,0.9400000000000001,[0.],0.0,[0.2747],[-0.4982],[1.9359 0.2353 0.1432 0.133  0.3466 0.2801 0.1189],[0.0014 0.0011 0.0011 0.2446 0.1    0.2296],-1.7170031832383459,-83.41159427815712,False,[1.4253],[0.0006 0.0006 0.0006 0.2444 0.0999 0.2294],[3.0180e-01 1.0894e-01 9.8654e-02 8.1950e-07 1.3021e-06 8.5801e-07],[0.6976 0.8905 0.9008 0.7556 0.9001 0.7706],0.8192071028307605,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2444 0.0999 0.2294]
48,0.96,[0.],0.0,[0.265],[-0.4753],[1.8674 0.2351 0.143  0.1328 0.3467 0.2803 0.119 ],[0.0013 0.0011 0.0011 0.2445 0.0999 0.2296],-1.7266730485237167,-85.13826732668085,False,[1.435],[0.0006 0.0006 0.0006 0.2444 0.0999 0.2294],[3.0180e-01 1.0894e-01 9.8655e-02 8.1961e-07 1.3021e-06 8.5812e-07],[0.6976 0.8905 0.9008 0.7556 0.9001 0.7706],0.8192230538203215,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2444 0.0999 0.2294]
49,0.98,[0.],0.0,[0.2558],[-0.4478],[1.8025 0.2349 0.1428 0.1326 0.3468 0.2804 0.1191],[0.0013 0.0011 0.0011 0.2445 0.0999 0.2295],-1.7358324150102358,-86.87409974169108,False,[1.4442],[0.0006 0.0006 0.0006 0.2443 0.0998 0.2293],[3.0180e-01 1.0894e-01 9.8657e-02 8.1972e-07 1.3022e-06 8.5823e-07],[0.6976 0.8905 0.9008 0.7557 0.9002 0.7707],0.8192390017373704,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2443 0.0998 0.2293]
50,1.0,[0.],0.0,[0.2472],[-0.416],[1.7418 0.2347 0.1426 0.1324 0.347  0.2805 0.1192],[0.0012 0.0011 0.0011 0.2445 0.0999 0.2295],-1.744393167136425,-88.6184929088275,False,[1.4528],[0.0006 0.0006 0.0006 0.2443 0.0998 0.2293],[3.0180e-01 1.0894e-01 9.8658e-02 8.1982e-07 1.3023e-06 8.5833e-07],[0.6976 0.8905 0.9008 0.7557 0.9002 0.7707],0.8192549465824737,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2443 0.0998 0.2293]
51,1.02,[0.],0.0,[0.2392],[-0.3806],[1.6859 0.2346 0.1425 0.1323 0.3471 0.2806 0.1193],[0.0012 0.0011 0.0011 0.2444 0.0999 0.2294],-1.7522780944008007,-90.37077100322831,False,[1.4608],[0.0006 0.0006 0.0006 0.2442 0.0998 0.2293],[3.0180e-01 1.0894e-01 9.8660e-02 8.1993e-07 1.3024e-06 8.5844e-07],[0.6976 0.8905 0.9008 0.7558 0.9002 0.7707],0.819270888356198,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2442 0.0998 0.2293]
52,1.04,[0.],0.0,[0.232],[-0.3422],[1.6352 0.2344 0.1423 0.1321 0.3472 0.2807 0.1193],[0.0012 0.0011 0.0011 0.2444 0.0999 0.2294],-1.7594213185918621,-92.13019232182018,False,[1.468],[0.0006 0.0006 0.0006 0.2442 0.0998 0.2292],[3.0181e-01 1.0894e-01 9.8662e-02 8.2004e-07 1.3024e-06 8.5855e-07],[0.6976 0.8905 0.9008 0.7558 0.9002 0.7708],0.8192868270591092,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2442 0.0998 0.2292]
53,1.06,[0.],0.0,[0.2256],[-0.3014],[1.5901 0.2343 0.1422 0.132  0.3473 0.2808 0.1194],[0.0012 0.0011 0.0011 0.2443 0.0999 0.2294],-1.7657685619843113,-93.89596088380449,False,[1.4744],[0.0006 0.0006 0.0006 0.2442 0.0998 0.2292],[3.0181e-01 1.0895e-01 9.8663e-02 8.2015e-07 1.3025e-06 8.5865e-07],[0.6976 0.8905 0.9008 0.7558 0.9002 0.7708],0.8193027626917736,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2442 0.0998 0.2292]
54,1.08,[0.],0.0,[0.2201],[-0.2586],[1.5509 0.2342 0.1421 0.1319 0.3474 0.2809 0.1195],[0.0012 0.001  0.0011 0.2443 0.0998 0.2293],-1.7712772623137372,-95.66723814611822,False,[1.4799],[0.0006 0.0006 0.0006 0.2441 0.0998 0.2291],[3.0181e-01 1.0895e-01 9.8665e-02 8.2026e-07 1.3026e-06 8.5876e-07],[0.6976 0.8905 0.9008 0.7559 0.9002 0.7709],0.8193186952547572,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2441 0.0998 0.2291]
55,1.1,[0.],0.0,[0.2154],[-0.2146],[1.5178 0.2341 0.142  0.1318 0.3474 0.281  0.1195],[0.0011 0.001  0.0011 0.2442 0.0998 0.2293],-1.7759165586201937,-97.44315470473842,False,[1.4846],[0.0006 0.0006 0.0006 0.2441 0.0997 0.2291],[3.0181e-01 1.0895e-01 9.8666e-02 8.2037e-07 1.3027e-06 8.5887e-07],[0.6976 0.8905 0.9008 0.7559 0.9003 0.7709],0.8193346247486261,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2441 0.0997 0.2291]
56,1.12,[0.],0.0,[0.2116],[-0.1699],[1.491  0.234  0.1419 0.1317 0.3475 0.281  0.1196],[0.0011 0.001  0.001  0.2442 0.0998 0.2292],-1.7796671292845332,-99.22282183402295,False,[1.4884],[0.0006 0.0006 0.0006 0.244  0.0997 0.2291],[3.0181e-01 1.0895e-01 9.8668e-02 8.2047e-07 1.3027e-06 8.5897e-07],[0.6976 0.8905 0.9008 0.756  0.9003 0.7709],0.8193505511739457,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.244  0.0997 0.2291]
57,1.1400000000000001,[0.],0.0,[0.2087],[-0.1251],[1.4706 0.234  0.1419 0.1317 0.3475 0.2811 0.1196],[0.0011 0.001  0.001  0.2442 0.0998 0.2292],-1.7825209219923273,-101.00534275601528,False,[1.4913],[0.0006 0.0006 0.0006 0.244  0.0997 0.229 ],[3.0181e-01 1.0895e-01 9.8670e-02 8.2058e-07 1.3028e-06 8.5908e-07],[0.6976 0.8905 0.9008 0.756  0.9003 0.771 ],0.8193664745312823,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.244  0.0997 0.229 ]
58,1.16,[0.],0.0,[0.2067],[-0.0806],[1.4564 0.2339 0.1418 0.1316 0.3475 0.2811 0.1196],[0.0011 0.001  0.001  0.2441 0.0998 0.2292],-1.784480749693178,-102.78982350570845,False,[1.4933],[0.0006 0.0006 0.0006 0.2439 0.0997 0.229 ],[3.0181e-01 1.0895e-01 9.8671e-02 8.2069e-07 1.3029e-06 8.5919e-07],[0.6976 0.8905 0.9008 0.7561 0.9003 0.771 ],0.819382394821201,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2439 0.0997 0.229 ]
59,1.18,[0.],0.0,[0.2055],[-0.037],[1.4484 0.2339 0.1418 0.1316 0.3476 0.2811 0.1197],[0.0011 0.001  0.001  0.2441 0.0998 0.2291],-1.7855597995276242,-104.57538330523607,False,[1.4945],[0.0006 0.0006 0.0006 0.2439 0.0997 0.2289],[3.0181e-01 1.0896e-01 9.8673e-02 8.2080e-07 1.3030e-06 8.5929e-07],[0.6976 0.8905 0.9008 0.7561 0.9003 0.7711],0.8193983120442674,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2439 0.0997 0.2289]
60,1.2,[0.],0.0,[0.2053],[0.0053],[1.4465 0.2339 0.1418 0.1316 0.3476 0.2811 0.1197],[0.0011 0.001  0.001  0.244  0.0997 0.2291],-1.785781044393782,-106.36116434962986,False,[1.4947],[0.0006 0.0006 0.0006 0.2439 0.0997 0.2289],[3.0182e-01 1.0896e-01 9.8674e-02 8.2091e-07 1.3030e-06 8.5940e-07],[0.6976 0.8905 0.9008 0.7561 0.9003 0.7711],0.8194142262010473,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2439 0.0997 0.2289]
61,1.22,[0.],0.0,[0.2058],[0.0457],[1.4504 0.2339 0.1418 0.1316 0.3475 0.2811 0.1197],[0.0011 0.001  0.001  0.244  0.0997 0.229 ],-1.7851765618215616,-108.14634091145142,False,[1.4942],[0.0006 0.0006 0.0006 0.2438 0.0996 0.2289],[3.0182e-01 1.0896e-01 9.8676e-02 8.2101e-07 1.3031e-06 8.5951e-07],[0.6976 0.8905 0.9008 0.7562 0.9004 0.7711],0.8194301372921057,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2438 0.0996 0.2289]
62,1.24,[0.],0.0,[0.2072],[0.0839],[1.4599 0.234  0.1419 0.1316 0.3475 0.2811 0.1196],[0.0011 0.001  0.001  0.2439 0.0997 0.229 ],-1.7837867935066272,-109.93012770495804,False,[1.4928],[0.0006 0.0006 0.0006 0.2438 0.0996 0.2288],[3.0182e-01 1.0896e-01 9.8678e-02 8.2112e-07 1.3032e-06 8.5961e-07],[0.6976 0.8905 0.9008 0.7562 0.9004 0.7712],0.8194460453180077,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2438 0.0996 0.2288]
63,1.26,[0.],0.0,[0.2092],[0.1196],[1.4745 0.234  0.1419 0.1317 0.3475 0.2811 0.1196],[0.001  0.001  0.001  0.2439 0.0997 0.229 ],-1.7816597311333247,-111.71178743609137,False,[1.4908],[0.0006 0.0006 0.0006 0.2437 0.0996 0.2288],[3.0182e-01 1.0896e-01 9.8679e-02 8.2123e-07 1.3033e-06 8.5972e-07],[0.6976 0.8905 0.9008 0.7563 0.9004 0.7712],0.8194619502793187,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2437 0.0996 0.2288]
64,1.28,[0.],0.0,[0.212],[0.1524],[1.4939 0.2341 0.1419 0.1317 0.3475 0.281  0.1196],[0.001  0.001  0.001  0.2439 0.0997 0.2289],-1.7788500606173625,-113.49063749670873,False,[1.488],[0.0006 0.0006 0.0006 0.2437 0.0996 0.2287],[3.0182e-01 1.0896e-01 9.8681e-02 8.2134e-07 1.3033e-06 8.5983e-07],[0.6976 0.8905 0.9008 0.7563 0.9004 0.7713],0.8194778521766035,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2437 0.0996 0.2287]
65,1.3,[0.],0.0,[0.2154],[0.1821],[1.5177 0.2341 0.142  0.1318 0.3474 0.281  0.1195],[0.001  0.001  0.001  0.2438 0.0997 0.2289],-1.7754182673501342,-115.26605576405886,False,[1.4846],[0.0006 0.0006 0.0006 0.2436 0.0996 0.2287],[3.0182e-01 1.0896e-01 9.8682e-02 8.2145e-07 1.3034e-06 8.5993e-07],[0.6976 0.8905 0.9008 0.7564 0.9004 0.7713],0.8194937510104269,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2436 0.0996 0.2287]
66,1.32,[0.],0.0,[0.2193],[0.2084],[1.5455 0.2342 0.1421 0.1319 0.3474 0.2809 0.1195],[0.001  0.001  0.001  0.2438 0.0996 0.2288],-1.7714297032874746,-117.03748546734634,False,[1.4807],[0.0006 0.0006 0.0006 0.2436 0.0996 0.2287],[3.0182e-01 1.0897e-01 9.8684e-02 8.2155e-07 1.3035e-06 8.6004e-07],[0.6976 0.8905 0.9008 0.7564 0.9004 0.7713],0.8195096467813542,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2436 0.0996 0.2287]
67,1.34,[0.],0.0,[0.2237],[0.2312],[1.5767 0.2343 0.1422 0.132  0.3473 0.2809 0.1194],[0.001  0.001  0.001  0.2437 0.0996 0.2288],-1.7669536529659302,-118.80443912031227,False,[1.4763],[0.0006 0.0006 0.0006 0.2436 0.0995 0.2286],[3.0182e-01 1.0897e-01 9.8686e-02 8.2166e-07 1.3035e-06 8.6015e-07],[0.6976 0.8905 0.9008 0.7564 0.9005 0.7714],0.8195255394899492,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2436 0.0995 0.2286]
68,1.36,[0.],0.0,[0.2286],[0.2503],[1.6108 0.2344 0.1423 0.1321 0.3472 0.2808 0.1194],[0.001  0.001  0.001  0.2437 0.0996 0.2288],-1.7620623747425925,-120.56650149505487,False,[1.4714],[0.0006 0.0006 0.0006 0.2435 0.0995 0.2286],[3.0182e-01 1.0897e-01 9.8687e-02 8.2177e-07 1.3036e-06 8.6025e-07],[0.6976 0.8905 0.9008 0.7565 0.9005 0.7714],0.8195414291367772,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2435 0.0995 0.2286]
69,1.3800000000000001,[0.],0.0,[0.2338],[0.2657],[1.6473 0.2345 0.1424 0.1322 0.3472 0.2807 0.1193],[0.001  0.001  0.001  0.2436 0.0996 0.2287],-1.7568301440080507,-122.32333163906291,False,[1.4662],[0.0006 0.0006 0.0006 0.2435 0.0995 0.2285],[3.0183e-01 1.0897e-01 9.8689e-02 8.2188e-07 1.3037e-06 8.6036e-07],[0.6976 0.8905 0.9008 0.7565 0.9005 0.7715],0.8195573157224022,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2435 0.0995 0.2285]
70,1.4000000000000001,[0.],0.0,[0.2392],[0.2772],[1.6857 0.2346 0.1425 0.1323 0.3471 0.2806 0.1193],[0.001  0.001  0.001  0.2436 0.0996 0.2287],-1.7513323269611178,-124.07466396602403,False,[1.4608],[0.0006 0.0006 0.0006 0.2434 0.0995 0.2285],[3.0183e-01 1.0897e-01 9.8690e-02 8.2198e-07 1.3038e-06 8.6047e-07],[0.6976 0.8905 0.9008 0.7566 0.9005 0.7715],0.8195731992473894,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2434 0.0995 0.2285]
71,1.42,[0.],0.0,[0.2448],[0.2851],[1.7254 0.2347 0.1426 0.1324 0.347  0.2806 0.1192],[0.001  0.001  0.001  0.2436 0.0996 0.2286],-1.745644448045805,-125.82030841406984,False,[1.4552],[0.0006 0.0006 0.0006 0.2434 0.0995 0.2285],[3.0183e-01 1.0897e-01 9.8692e-02 8.2209e-07 1.3038e-06 8.6057e-07],[0.6976 0.8905 0.9008 0.7566 0.9005 0.7715],0.8195890797123019,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2434 0.0995 0.2285]
72,1.44,[0.],0.0,[0.2506],[0.2892],[1.7659 0.2348 0.1427 0.1325 0.3469 0.2805 0.1191],[0.001  0.001  0.001  0.2435 0.0995 0.2286],-1.739841318137462,-127.56014973220731,False,[1.4494],[0.0006 0.0006 0.0006 0.2433 0.0995 0.2284],[3.0183e-01 1.0898e-01 9.8694e-02 8.2220e-07 1.3039e-06 8.6068e-07],[0.6976 0.8905 0.9008 0.7567 0.9005 0.7716],0.8196049571177046,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2433 0.0995 0.2284]
73,1.46,[0.],0.0,[0.2564],[0.2896],[1.8068 0.2349 0.1428 0.1326 0.3468 0.2804 0.1191],[0.001  0.001  0.001  0.2435 0.0995 0.2285],-1.7339961727169864,-129.2941459049243,False,[1.4436],[0.0006 0.0006 0.0006 0.2433 0.0994 0.2284],[3.0183e-01 1.0898e-01 9.8695e-02 8.2231e-07 1.3040e-06 8.6078e-07],[0.6976 0.8905 0.9008 0.7567 0.9006 0.7716],0.8196208314641615,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2433 0.0994 0.2284]
74,1.48,[0.],0.0,[0.2622],[0.2866],[1.8474 0.235  0.1429 0.1327 0.3467 0.2803 0.119 ],[0.001  0.001  0.001  0.2434 0.0995 0.2285],-1.7281798815310474,-131.02232578645535,False,[1.4378],[0.0006 0.0006 0.0006 0.2433 0.0994 0.2283],[3.0183e-01 1.0898e-01 9.8697e-02 8.2242e-07 1.3041e-06 8.6089e-07],[0.6976 0.8905 0.9008 0.7567 0.9006 0.7717],0.8196367027522363,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2433 0.0994 0.2283]
75,1.5,[0.],0.0,[0.2678],[0.2803],[1.8874 0.2351 0.143  0.1328 0.3467 0.2802 0.1189],[0.001  0.001  0.001  0.2434 0.0995 0.2285],-1.7224602037411632,-132.7447859901965,False,[1.4322],[0.0006 0.0006 0.0006 0.2432 0.0994 0.2283],[3.0183e-01 1.0898e-01 9.8698e-02 8.2252e-07 1.3041e-06 8.6100e-07],[0.6976 0.8905 0.9007 0.7568 0.9006 0.7717],0.8196525709824932,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2432 0.0994 0.2283]
76,1.52,[0.],0.0,[0.2733],[0.2709],[1.9262 0.2353 0.1432 0.1329 0.3466 0.2801 0.1189],[0.001  0.001  0.001  0.2433 0.0995 0.2284],-1.71690110056731,-134.4616870907638,False,[1.4267],[0.0006 0.0006 0.0006 0.2432 0.0994 0.2283],[3.0183e-01 1.0898e-01 9.8700e-02 8.2263e-07 1.3042e-06 8.6110e-07],[0.6976 0.8905 0.9007 0.7568 0.9006 0.7717],0.8196684361554955,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2432 0.0994 0.2283]
77,1.54,[0.],0.0,[0.2786],[0.2587],[1.9634 0.2354 0.1433 0.133  0.3465 0.2801 0.1188],[0.001  0.001  0.001  0.2433 0.0995 0.2284],-1.7115621344984657,-136.17324922526228,False,[1.4214],[0.0006 0.0006 0.0006 0.2431 0.0994 0.2282],[3.0184e-01 1.0898e-01 9.8701e-02 8.2274e-07 1.3043e-06 8.6121e-07],[0.6976 0.8905 0.9007 0.7569 0.9006 0.7718],0.8196842982718073,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2431 0.0994 0.2282]
78,1.56,[0.],0.0,[0.2836],[0.2438],[1.9988 0.2355 0.1434 0.1331 0.3464 0.28   0.1188],[0.001  0.001  0.001  0.2433 0.0994 0.2283],-1.706497920297138,-137.8797471455594,False,[1.4164],[0.0006 0.0006 0.0006 0.2431 0.0994 0.2282],[3.0184e-01 1.0898e-01 9.8703e-02 8.2285e-07 1.3044e-06 8.6132e-07],[0.6976 0.8905 0.9007 0.7569 0.9006 0.7718],0.8197001573319919,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2431 0.0994 0.2282]
79,1.58,[0.],0.0,[0.2883],[0.2265],[2.0318 0.2356 0.1434 0.1332 0.3463 0.2799 0.1187],[0.001  0.001  0.001  0.2432 0.0994 0.2283],-1.701757666995836,-139.58150481255524,False,[1.4117],[0.0006 0.0006 0.0006 0.243  0.0993 0.2281],[3.0184e-01 1.0899e-01 9.8705e-02 8.2296e-07 1.3044e-06 8.6142e-07],[0.6976 0.8905 0.9007 0.757  0.9007 0.7719],0.8197160133366125,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.243  0.0993 0.2281]
80,1.6,[0.],0.0,[0.2926],[0.2073],[2.0623 0.2356 0.1435 0.1333 0.3463 0.2798 0.1186],[0.001  0.001  0.001  0.2432 0.0994 0.2283],-1.6973848019301623,-141.2788896144854,False,[1.4074],[0.0006 0.0006 0.0006 0.243  0.0993 0.2281],[3.0184e-01 1.0899e-01 9.8706e-02 8.2306e-07 1.3045e-06 8.6153e-07],[0.6976 0.8905 0.9007 0.757  0.9007 0.7719],0.819731866286233,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.243  0.0993 0.2281]
81,1.62,[0.],0.0,[0.2966],[0.1863],[2.0899 0.2357 0.1436 0.1334 0.3462 0.2798 0.1186],[0.001  0.001  0.001  0.2431 0.0994 0.2282],-1.6934166723510766,-142.97230628683647,False,[1.4034],[0.0006 0.0006 0.0006 0.243  0.0993 0.2281],[3.0184e-01 1.0899e-01 9.8708e-02 8.2317e-07 1.3046e-06 8.6164e-07],[0.6976 0.8905 0.9007 0.757  0.9007 0.7719],0.8197477161814161,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.243  0.0993 0.2281]
82,1.6400000000000001,[0.],0.0,[0.3],[0.1639],[2.1144 0.2358 0.1437 0.1335 0.3462 0.2797 0.1186],[0.001  0.001  0.001  0.2431 0.0994 0.2282],-1.6898843359190723,-144.66219062275553,False,[1.4],[0.0006 0.0006 0.0006 0.2429 0.0993 0.228 ],[3.0184e-01 1.0899e-01 9.8709e-02 8.2328e-07 1.3046e-06 8.6174e-07],[0.6976 0.8905 0.9007 0.7571 0.9007 0.772 ],0.8197635630227254,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2429 0.0993 0.228 ]
83,1.6600000000000001,[0.],0.0,[0.3031],[0.1404],[2.1357 0.2358 0.1437 0.1335 0.3461 0.2797 0.1185],[0.001  0.001  0.001  0.243  0.0994 0.2281],-1.6868124267672768,-146.34900304952282,False,[1.3969],[0.0006 0.0006 0.0006 0.2429 0.0993 0.228 ],[3.0184e-01 1.0899e-01 9.8711e-02 8.2339e-07 1.3047e-06 8.6185e-07],[0.6976 0.8905 0.9007 0.7571 0.9007 0.772 ],0.8197794068107233,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2429 0.0993 0.228 ]
84,1.68,[0.],0.0,[0.3056],[0.1162],[2.1536 0.2359 0.1438 0.1336 0.3461 0.2796 0.1185],[0.001  0.001  0.001  0.243  0.0994 0.2281],-1.6842191167024736,-148.0332221662253,False,[1.3944],[0.0006 0.0006 0.0006 0.2428 0.0993 0.2279],[3.0184e-01 1.0899e-01 9.8713e-02 8.2350e-07 1.3048e-06 8.6196e-07],[0.6976 0.8905 0.9007 0.7572 0.9007 0.7721],0.8197952475459731,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2428 0.0993 0.2279]
85,1.7,[0.],0.0,[0.3077],[0.0915],[2.1681 0.2359 0.1438 0.1336 0.346  0.2796 0.1185],[0.001  0.001  0.001  0.243  0.0993 0.2281],-1.6821161427504447,-149.71533830897573,False,[1.3923],[0.0006 0.0006 0.0006 0.2428 0.0992 0.2279],[3.0185e-01 1.0900e-01 9.8714e-02 8.2360e-07 1.3049e-06 8.6206e-07],[0.6976 0.8905 0.9007 0.7572 0.9008 0.7721],0.8198110852290377,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2428 0.0992 0.2279]
86,1.72,[0.],0.0,[0.3092],[0.0667],[2.1791 0.236  0.1439 0.1337 0.346  0.2796 0.1185],[0.001  0.001  0.001  0.2429 0.0993 0.228 ],-1.680508925864081,-151.3958472348398,False,[1.3908],[0.0006 0.0006 0.0006 0.2427 0.0992 0.2279],[3.0185e-01 1.0900e-01 9.8716e-02 8.2371e-07 1.3049e-06 8.6217e-07],[0.6976 0.8904 0.9007 0.7573 0.9008 0.7721],0.8198269198604798,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2427 0.0992 0.2279]
87,1.74,[0.],0.0,[0.3103],[0.042],[2.1865 0.236  0.1439 0.1337 0.346  0.2795 0.1184],[0.001  0.001  0.001  0.2429 0.0993 0.228 ],-1.6793967470355662,-153.07524398187536,False,[1.3897],[0.0006 0.0006 0.0006 0.2427 0.0992 0.2278],[3.0185e-01 1.0900e-01 9.8717e-02 8.2382e-07 1.3050e-06 8.6228e-07],[0.6976 0.8904 0.9007 0.7573 0.9008 0.7722],0.8198427514408619,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2427 0.0992 0.2278]
88,1.76,[0.],0.0,[0.3108],[0.0178],[2.1906 0.236  0.1439 0.1337 0.346  0.2795 0.1184],[0.001  0.001  0.001  0.2428 0.0993 0.2279],-1.6787730062856636,-154.75401698816103,False,[1.3892],[0.0006 0.0006 0.0006 0.2427 0.0992 0.2278],[3.0185e-01 1.0900e-01 9.8719e-02 8.2393e-07 1.3051e-06 8.6238e-07],[0.6976 0.8904 0.9007 0.7573 0.9008 0.7722],0.8198585799707464,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2427 0.0992 0.2278]
89,1.78,[0.],0.0,[0.3109],[-0.0057],[2.1913 0.236  0.1439 0.1337 0.346  0.2795 0.1184],[0.001  0.001  0.001  0.2428 0.0993 0.2279],-1.6786255291380487,-156.4326425172991,False,[1.3891],[0.0006 0.0006 0.0006 0.2426 0.0992 0.2277],[3.0185e-01 1.0900e-01 9.8721e-02 8.2404e-07 1.3052e-06 8.6249e-07],[0.6976 0.8904 0.9007 0.7574 0.9008 0.7723],0.8198744054506956,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2426 0.0992 0.2277]
90,1.8,[0.],0.0,[0.3106],[-0.0281],[2.1887 0.236  0.1439 0.1337 0.346  0.2795 0.1184],[0.001  0.001  0.001  0.2427 0.0993 0.2279],-1.6789369426186331,-158.11157945991772,False,[1.3894],[0.0006 0.0006 0.0006 0.2426 0.0992 0.2277],[3.0185e-01 1.0900e-01 9.8722e-02 8.2414e-07 1.3052e-06 8.6259e-07],[0.6976 0.8904 0.9007 0.7574 0.9008 0.7723],0.8198902278812724,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2426 0.0992 0.2277]
91,1.82,[0.],0.0,[0.3098],[-0.0494],[2.1831 0.236  0.1439 0.1337 0.346  0.2796 0.1185],[0.001  0.001  0.001  0.2427 0.0992 0.2278],-1.6796850879428464,-159.79126454786058,False,[1.3902],[0.0006 0.0006 0.0006 0.2425 0.0991 0.2277],[3.0185e-01 1.0901e-01 9.8724e-02 8.2425e-07 1.3053e-06 8.6270e-07],[0.6976 0.8904 0.9007 0.7575 0.9009 0.7723],0.8199060472630384,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2425 0.0991 0.2277]
92,1.84,[0.],0.0,[0.3086],[-0.0693],[2.1745 0.236  0.1439 0.1336 0.346  0.2796 0.1185],[0.001  0.001  0.001  0.2427 0.0992 0.2278],-1.6808434823038008,-161.47210803016438,False,[1.3914],[0.0006 0.0006 0.0006 0.2425 0.0991 0.2276],[3.0185e-01 1.0901e-01 9.8725e-02 8.2436e-07 1.3054e-06 8.6281e-07],[0.6976 0.8904 0.9007 0.7575 0.9009 0.7724],0.8199218635965555,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2425 0.0991 0.2276]
93,1.86,[0.],0.0,[0.307],[-0.0875],[2.1633 0.2359 0.1438 0.1336 0.346  0.2796 0.1185],[0.001  0.001  0.001  0.2426 0.0992 0.2277],-1.682381812553676,-163.15448984271805,False,[1.393],[0.0006 0.0006 0.0006 0.2424 0.0991 0.2276],[3.0186e-01 1.0901e-01 9.8727e-02 8.2447e-07 1.3055e-06 8.6291e-07],[0.6976 0.8904 0.9007 0.7576 0.9009 0.7724],0.8199376768823864,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2424 0.0991 0.2276]
94,1.8800000000000001,[0.],0.0,[0.305],[-0.1041],[2.1497 0.2359 0.1438 0.1336 0.3461 0.2796 0.1185],[0.001  0.001  0.001  0.2426 0.0992 0.2277],-1.6842664542333268,-164.83875629695137,False,[1.395],[0.0006 0.0006 0.0006 0.2424 0.0991 0.2275],[3.0186e-01 1.0901e-01 9.8729e-02 8.2457e-07 1.3055e-06 8.6302e-07],[0.6976 0.8904 0.9007 0.7576 0.9009 0.7725],0.8199534871210926,0.8290748117732433,2.013660406482563,[0.     0.0006 0.0006 0.0006 0.2424 0.0991 0.2275]
