step,time,jpos,jvel,mlen,act,reward,cumulative_reward,solved,pose_err,muscle_fatigue,muscle_activation,muscle_recovery,avg_fatigue,force_scale,activation_slowdown,ctrl
47,0.9400000000000001,[-0.0001],[-7.7441e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0012 0.0015 0.0014 0.2923 0.0958 0.0531],-1.960264590098178,-94.11732716473173,False,[1.7001],[0.9323 0.7507 0.8667 0.7079 0.9043 0.9469],[0.0006 0.0006 0.0006 0.2921 0.0957 0.0531],[6.7159e-02 2.4872e-01 1.3272e-01 7.1099e-07 1.3210e-06 1.5357e-06],0.8514859340195913,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2921 0.0957 0.0531]
48,0.96,[-0.0001],[-8.0265e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0012 0.0014 0.0013 0.2923 0.0958 0.0531],-1.9602185376095949,-96.07754570234133,False,[1.7001],[0.9323 0.7507 0.8667 0.708  0.9043 0.9469],[0.0006 0.0006 0.0006 0.292  0.0957 0.0531],[6.7161e-02 2.4872e-01 1.3272e-01 7.0785e-07 1.3210e-06 1.5357e-06],0.8514977847356017,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.292  0.0957 0.0531]
49,0.98,[-0.0001],[-8.2792e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0014 0.0013 0.2922 0.0957 0.0531],-1.9601725432637525,-98.03771824560508,False,[1.7001],[0.9323 0.7507 0.8667 0.708  0.9044 0.9469],[0.0006 0.0006 0.0006 0.292  0.0956 0.0531],[6.7162e-02 2.4872e-01 1.3272e-01 7.1081e-07 1.3211e-06 1.5358e-06],0.8515096331313249,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.292  0.0956 0.0531]
50,1.0,[-0.0001],[-8.5054e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0013 0.0013 0.2922 0.0957 0.0531],-1.960126594357232,-99.99784483996231,False,[1.7001],[0.9323 0.7507 0.8667 0.7081 0.9044 0.947 ],[0.0006 0.0006 0.0006 0.2919 0.0956 0.053 ],[6.7164e-02 2.4872e-01 1.3272e-01 7.0842e-07 1.3212e-06 1.5358e-06],0.8515214792070033,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2919 0.0956 0.053 ]
51,1.02,[-0.0001],[-8.7078e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0013 0.0012 0.2921 0.0957 0.0531],-1.960080688807617,-101.95792552876993,False,[1.7001],[0.9323 0.7507 0.8667 0.7081 0.9044 0.947 ],[0.0006 0.0006 0.0006 0.2919 0.0956 0.053 ],[6.7166e-02 2.4873e-01 1.3272e-01 7.1072e-07 1.3212e-06 1.5359e-06],0.8515333229632268,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2919 0.0956 0.053 ]
52,1.04,[-0.0001],[-8.8889e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0013 0.0012 0.2921 0.0957 0.0531],-1.9600348206066318,-103.91796034937657,False,[1.7001],[0.9323 0.7507 0.8667 0.7082 0.9044 0.947 ],[0.0006 0.0006 0.0006 0.2918 0.0956 0.053 ],[6.7167e-02 2.4873e-01 1.3272e-01 7.0892e-07 1.3213e-06 1.5359e-06],0.8515451644002813,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2918 0.0956 0.053 ]
53,1.06,[-0.0001],[-9.0508e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0013 0.0012 0.292  0.0957 0.0531],-1.9599889888344002,-105.87794933821097,False,[1.7001],[0.9323 0.7507 0.8667 0.7082 0.9044 0.947 ],[0.0006 0.0006 0.0006 0.2918 0.0956 0.053 ],[6.7169e-02 2.4873e-01 1.3273e-01 7.1070e-07 1.3214e-06 1.5360e-06],0.8515570035187188,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2918 0.0956 0.053 ]
54,1.08,[-0.0001],[-9.1957e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0012 0.0012 0.292  0.0957 0.0531],-1.959943188208798,-107.83789252641976,False,[1.7001],[0.9323 0.7507 0.8667 0.7083 0.9044 0.947 ],[0.0006 0.0006 0.0006 0.2917 0.0956 0.053 ],[6.7171e-02 2.4873e-01 1.3273e-01 7.0935e-07 1.3215e-06 1.5360e-06],0.8515688403188575,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2917 0.0956 0.053 ]
55,1.1,[-0.0001],[-9.3253e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0012 0.0011 0.2919 0.0956 0.0531],-1.9598974145343164,-109.79778994095408,False,[1.7001],[0.9323 0.7507 0.8667 0.7083 0.9045 0.947 ],[0.0006 0.0006 0.0006 0.2917 0.0955 0.053 ],[6.7172e-02 2.4873e-01 1.3273e-01 7.1074e-07 1.3215e-06 1.5361e-06],0.8515806748012208,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2917 0.0955 0.053 ]
56,1.12,[-0.0001],[-9.4413e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0012 0.0011 0.2919 0.0956 0.0531],-1.9598516685928165,-111.7576416095469,False,[1.7001],[0.9323 0.7507 0.8667 0.7084 0.9045 0.947 ],[0.0006 0.0006 0.0006 0.2916 0.0955 0.053 ],[6.7174e-02 2.4873e-01 1.3273e-01 7.0973e-07 1.3216e-06 1.5361e-06],0.8515925069661522,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2916 0.0955 0.053 ]
57,1.1400000000000001,[-0.0001],[-9.5451e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0012 0.0011 0.2918 0.0956 0.053 ],-1.9598059418470437,-113.71744755139393,False,[1.7001],[0.9323 0.7507 0.8667 0.7084 0.9045 0.947 ],[0.0006 0.0006 0.0006 0.2916 0.0955 0.053 ],[6.7175e-02 2.4873e-01 1.3273e-01 7.1082e-07 1.3217e-06 1.5361e-06],0.8516043368141523,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2916 0.0955 0.053 ]
58,1.16,[-0.0001],[-9.6378e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.0011 0.0011 0.0011 0.2917 0.0956 0.053 ],-1.9597602406681522,-115.67720779206208,False,[1.7001],[0.9323 0.7507 0.8667 0.7085 0.9045 0.947 ],[0.0006 0.0006 0.0006 0.2915 0.0955 0.053 ],[6.7177e-02 2.4874e-01 1.3273e-01 7.1007e-07 1.3217e-06 1.5362e-06],0.8516161643455841,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2915 0.0955 0.053 ]
59,1.18,[-0.0001],[-9.7206e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.0011 0.2917 0.0956 0.053 ],-1.9597145571558012,-117.63692234921788,False,[1.7001],[0.9323 0.7507 0.8667 0.7085 0.9045 0.947 ],[0.0006 0.0006 0.0006 0.2915 0.0955 0.053 ],[6.7179e-02 2.4874e-01 1.3274e-01 7.1094e-07 1.3218e-06 1.5362e-06],0.8516279895609311,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2915 0.0955 0.053 ]
60,1.2,[-0.0001],[-9.7945e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.0011 0.2916 0.0956 0.053 ],-1.9596688929284225,-119.5965912421463,False,[1.7001],[0.9323 0.7507 0.8667 0.7086 0.9045 0.947 ],[0.0006 0.0006 0.0006 0.2914 0.0955 0.053 ],[6.7180e-02 2.4874e-01 1.3274e-01 7.1039e-07 1.3219e-06 1.5363e-06],0.8516398124605713,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2914 0.0955 0.053 ]
61,1.22,[-0.0001],[-9.8607e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.0011 0.2916 0.0956 0.053 ],-1.9596232456401796,-121.55621448778648,False,[1.7001],[0.9323 0.7507 0.8667 0.7086 0.9046 0.947 ],[0.0006 0.0006 0.0006 0.2914 0.0954 0.053 ],[6.7182e-02 2.4874e-01 1.3274e-01 7.1108e-07 1.3220e-06 1.5363e-06],0.8516516330449742,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2914 0.0954 0.053 ]
62,1.24,[-0.0001],[-9.9198e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.0011 0.2915 0.0955 0.053 ],-1.9595776169614596,-123.51579210474793,False,[1.7001],[0.9323 0.7507 0.8667 0.7087 0.9046 0.947 ],[0.0006 0.0006 0.0006 0.2913 0.0954 0.0529],[6.7184e-02 2.4874e-01 1.3274e-01 7.1068e-07 1.3220e-06 1.5364e-06],0.8516634513145296,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2913 0.0954 0.0529]
63,1.26,[-0.0001],[-9.9724e-07],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.0011 0.2915 0.0955 0.053 ],-1.9595320000447425,-125.47532410479268,False,[1.7001],[0.9323 0.7507 0.8667 0.7087 0.9046 0.9471],[0.0006 0.0006 0.0006 0.2913 0.0954 0.0529],[6.7185e-02 2.4874e-01 1.3274e-01 7.1123e-07 1.3221e-06 1.5364e-06],0.8516752672696969,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2913 0.0954 0.0529]
64,1.28,[-0.0001],[-1.0019e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.0011 0.2914 0.0955 0.053 ],-1.9594863978324977,-127.43481050262517,False,[1.7001],[0.9323 0.7507 0.8667 0.7088 0.9046 0.9471],[0.0006 0.0006 0.0006 0.2912 0.0954 0.0529],[6.7187e-02 2.4874e-01 1.3274e-01 7.1096e-07 1.3222e-06 1.5364e-06],0.8516870809108745,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2912 0.0954 0.0529]
65,1.3,[-0.0001],[-1.0061e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.0011 0.2914 0.0955 0.053 ],-1.9594408121772786,-129.39425131480246,False,[1.7001],[0.9323 0.7507 0.8667 0.7088 0.9046 0.9471],[0.0006 0.0006 0.0006 0.2912 0.0954 0.0529],[6.7189e-02 2.4874e-01 1.3274e-01 7.1141e-07 1.3222e-06 1.5365e-06],0.8516988922385137,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2912 0.0954 0.0529]
66,1.32,[-0.0001],[-1.0098e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.001  0.2913 0.0955 0.053 ],-1.9593952407069177,-131.35364655550939,False,[1.7001],[0.9323 0.7507 0.8667 0.7089 0.9046 0.9471],[0.0006 0.0006 0.0006 0.2911 0.0954 0.0529],[6.7190e-02 2.4875e-01 1.3275e-01 7.1123e-07 1.3223e-06 1.5365e-06],0.8517107012530194,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2911 0.0954 0.0529]
67,1.34,[-0.0001],[-1.0132e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.0011 0.001  0.2913 0.0955 0.053 ],-1.9593496815194975,-133.31299623702887,False,[1.7001],[0.9323 0.7507 0.8667 0.7089 0.9046 0.9471],[0.0006 0.0006 0.0006 0.2911 0.0954 0.0529],[6.7192e-02 2.4875e-01 1.3275e-01 7.1159e-07 1.3224e-06 1.5366e-06],0.8517225079548375,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2911 0.0954 0.0529]
68,1.36,[-0.0001],[-1.0161e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2912 0.0954 0.053 ],-1.9593041327907366,-135.27230036981962,False,[1.7001],[0.9323 0.7507 0.8667 0.709  0.9047 0.9471],[0.0006 0.0006 0.0006 0.291  0.0953 0.0529],[6.7194e-02 2.4875e-01 1.3275e-01 7.1148e-07 1.3225e-06 1.5366e-06],0.8517343123443775,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.291  0.0953 0.0529]
69,1.3800000000000001,[-0.0001],[-1.0187e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2912 0.0954 0.053 ],-1.9592585971833931,-137.23155896700302,False,[1.7001],[0.9323 0.7507 0.8667 0.709  0.9047 0.9471],[0.0006 0.0006 0.0006 0.291  0.0953 0.0529],[6.7195e-02 2.4875e-01 1.3275e-01 7.1179e-07 1.3225e-06 1.5367e-06],0.8517461144220801,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.291  0.0953 0.0529]
70,1.4000000000000001,[-0.0001],[-1.0211e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2911 0.0954 0.0529],-1.9592130728886175,-139.19077203989164,False,[1.7001],[0.9323 0.7507 0.8667 0.7091 0.9047 0.9471],[0.0006 0.0006 0.0006 0.2909 0.0953 0.0529],[6.7197e-02 2.4875e-01 1.3275e-01 7.1173e-07 1.3226e-06 1.5367e-06],0.8517579141883593,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2909 0.0953 0.0529]
71,1.42,[-0.0001],[-1.0231e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2911 0.0954 0.0529],-1.9591675581685684,-141.1499395980602,False,[1.7001],[0.9322 0.7507 0.8667 0.7092 0.9047 0.9471],[0.0006 0.0006 0.0006 0.2908 0.0953 0.0529],[6.7199e-02 2.4875e-01 1.3275e-01 7.1199e-07 1.3227e-06 1.5368e-06],0.8517697116436521,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2908 0.0953 0.0529]
72,1.44,[-0.0001],[-1.025e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.291  0.0954 0.0529],-1.9591220558274987,-143.1090616538877,False,[1.7001],[0.9322 0.7507 0.8667 0.7092 0.9047 0.9471],[0.0006 0.0006 0.0006 0.2908 0.0953 0.0529],[6.7200e-02 2.4875e-01 1.3276e-01 7.1197e-07 1.3227e-06 1.5368e-06],0.851781506788375,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2908 0.0953 0.0529]
73,1.46,[-0.0001],[-1.0266e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.291  0.0954 0.0529],-1.9590765640600596,-145.06813821794776,False,[1.7001],[0.9322 0.7507 0.8667 0.7093 0.9047 0.9471],[0.0006 0.0006 0.0006 0.2907 0.0953 0.0529],[6.7202e-02 2.4876e-01 1.3276e-01 7.1219e-07 1.3228e-06 1.5368e-06],0.8517932996229627,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2907 0.0953 0.0529]
74,1.48,[-0.0001],[-1.028e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2909 0.0953 0.0529],-1.959031081446636,-147.0271692993944,False,[1.7001],[0.9322 0.7507 0.8667 0.7093 0.9048 0.9471],[0.0006 0.0006 0.0006 0.2907 0.0952 0.0529],[6.7204e-02 2.4876e-01 1.3276e-01 7.1220e-07 1.3229e-06 1.5369e-06],0.8518050901478337,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2907 0.0952 0.0529]
75,1.5,[-0.0001],[-1.0293e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2909 0.0953 0.0529],-1.958985610571492,-148.98615490996588,False,[1.7001],[0.9322 0.7507 0.8667 0.7094 0.9048 0.9472],[0.0006 0.0006 0.0006 0.2906 0.0952 0.0528],[6.7205e-02 2.4876e-01 1.3276e-01 7.1240e-07 1.3230e-06 1.5369e-06],0.8518168783634201,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2906 0.0952 0.0528]
76,1.52,[-0.0001],[-1.0304e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2908 0.0953 0.0529],-1.9589401453828337,-150.9450950553487,False,[1.7001],[0.9322 0.7507 0.8667 0.7094 0.9048 0.9472],[0.0006 0.0006 0.0006 0.2906 0.0952 0.0528],[6.7207e-02 2.4876e-01 1.3276e-01 7.1244e-07 1.3230e-06 1.5370e-06],0.8518286642701424,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2906 0.0952 0.0528]
77,1.54,[-0.0001],[-1.0313e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2908 0.0953 0.0529],-1.958894693933487,-152.90398974928218,False,[1.7001],[0.9322 0.7507 0.8667 0.7095 0.9048 0.9472],[0.0006 0.0006 0.0006 0.2905 0.0952 0.0528],[6.7209e-02 2.4876e-01 1.3276e-01 7.1261e-07 1.3231e-06 1.5370e-06],0.851840447868431,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2905 0.0952 0.0528]
78,1.56,[-0.0001],[-1.0322e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2907 0.0953 0.0529],-1.9588492492946217,-154.8628389985768,False,[1.7001],[0.9322 0.7507 0.8667 0.7095 0.9048 0.9472],[0.0006 0.0006 0.0006 0.2905 0.0952 0.0528],[6.7210e-02 2.4876e-01 1.3276e-01 7.1267e-07 1.3232e-06 1.5371e-06],0.8518522291587076,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2905 0.0952 0.0528]
79,1.58,[-0.0001],[-1.0329e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2907 0.0953 0.0529],-1.9588038152160303,-156.82164281379283,False,[1.7001],[0.9322 0.7507 0.8667 0.7096 0.9048 0.9472],[0.0006 0.0006 0.0006 0.2904 0.0952 0.0528],[6.7212e-02 2.4876e-01 1.3277e-01 7.1283e-07 1.3232e-06 1.5371e-06],0.851864008141401,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2904 0.0952 0.0528]
80,1.6,[-0.0001],[-1.0336e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2906 0.0953 0.0529],-1.958758389649299,-158.78040120344212,False,[1.7001],[0.9322 0.7507 0.8667 0.7096 0.9049 0.9472],[0.0006 0.0006 0.0006 0.2904 0.0951 0.0528],[6.7213e-02 2.4876e-01 1.3277e-01 7.1290e-07 1.3233e-06 1.5372e-06],0.8518757848169339,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2904 0.0951 0.0528]
81,1.62,[-0.0001],[-1.0341e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2906 0.0952 0.0529],-1.9587129757003736,-160.7391141791425,False,[1.7001],[0.9322 0.7507 0.8667 0.7097 0.9049 0.9472],[0.0006 0.0006 0.0006 0.2903 0.0951 0.0528],[6.7215e-02 2.4877e-01 1.3277e-01 7.1304e-07 1.3234e-06 1.5372e-06],0.8518875591857343,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2903 0.0951 0.0528]
82,1.6400000000000001,[-0.0001],[-1.0346e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2905 0.0952 0.0529],-1.9586675714053041,-162.6977817505478,False,[1.7001],[0.9322 0.7507 0.8667 0.7097 0.9049 0.9472],[0.0006 0.0006 0.0006 0.2903 0.0951 0.0528],[6.7217e-02 2.4877e-01 1.3277e-01 7.1312e-07 1.3235e-06 1.5372e-06],0.8518993312482254,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2903 0.0951 0.0528]
83,1.6600000000000001,[-0.0001],[-1.035e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2905 0.0952 0.0528],-1.9586221753408126,-164.6564039258886,False,[1.7001],[0.9322 0.7507 0.8667 0.7098 0.9049 0.9472],[0.0006 0.0006 0.0006 0.2902 0.0951 0.0528],[6.7218e-02 2.4877e-01 1.3277e-01 7.1326e-07 1.3235e-06 1.5373e-06],0.8519111010048341,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2902 0.0951 0.0528]
84,1.68,[-0.0001],[-1.0353e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2904 0.0952 0.0528],-1.958576786161454,-166.61498071205006,False,[1.7001],[0.9322 0.7507 0.8667 0.7098 0.9049 0.9472],[0.0006 0.0006 0.0006 0.2902 0.0951 0.0528],[6.7220e-02 2.4877e-01 1.3277e-01 7.1335e-07 1.3236e-06 1.5373e-06],0.8519228684559842,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2902 0.0951 0.0528]
85,1.7,[-0.0001],[-1.0356e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2904 0.0952 0.0528],-1.958531407254266,-168.57351211930433,False,[1.7001],[0.9322 0.7507 0.8667 0.7099 0.9049 0.9472],[0.0006 0.0006 0.0006 0.2901 0.0951 0.0528],[6.7222e-02 2.4877e-01 1.3278e-01 7.1348e-07 1.3237e-06 1.5374e-06],0.851934633602102,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2901 0.0951 0.0528]
86,1.72,[-0.0001],[-1.0358e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2903 0.0952 0.0528],-1.9584860368248695,-170.5319981561292,False,[1.7001],[0.9322 0.7507 0.8667 0.7099 0.9049 0.9472],[0.0006 0.0006 0.0006 0.2901 0.0951 0.0528],[6.7223e-02 2.4877e-01 1.3278e-01 7.1357e-07 1.3237e-06 1.5374e-06],0.8519463964436116,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2901 0.0951 0.0528]
87,1.74,[-0.0001],[-1.036e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2902 0.0951 0.0528],-1.9584406777667833,-172.49043883389598,False,[1.7001],[0.9322 0.7507 0.8667 0.71   0.905  0.9472],[0.0006 0.0006 0.0006 0.29   0.095  0.0528],[6.7225e-02 2.4877e-01 1.3278e-01 7.1370e-07 1.3238e-06 1.5375e-06],0.8519581569809388,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.29   0.095  0.0528]
88,1.76,[-0.0001],[-1.0362e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2902 0.0951 0.0528],-1.9583953240071055,-174.4488341579031,False,[1.7001],[0.9322 0.7507 0.8667 0.71   0.905  0.9473],[0.0006 0.0006 0.0006 0.29   0.095  0.0527],[6.7227e-02 2.4877e-01 1.3278e-01 7.1380e-07 1.3239e-06 1.5375e-06],0.8519699152145076,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.29   0.095  0.0527]
89,1.78,[-0.0001],[-1.0363e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2901 0.0951 0.0528],-1.9583499832659612,-176.40718414116907,False,[1.7001],[0.9322 0.7507 0.8667 0.7101 0.905  0.9473],[0.0006 0.0006 0.0006 0.2899 0.095  0.0527],[6.7228e-02 2.4878e-01 1.3278e-01 7.1392e-07 1.3240e-06 1.5375e-06],0.8519816711447437,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2899 0.095  0.0527]
90,1.8,[-0.0001],[-1.0364e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2901 0.0951 0.0528],-1.9583046489720637,-178.36548879014114,False,[1.7001],[0.9322 0.7507 0.8667 0.7101 0.905  0.9473],[0.0006 0.0006 0.0006 0.2899 0.095  0.0527],[6.7230e-02 2.4878e-01 1.3278e-01 7.1402e-07 1.3240e-06 1.5376e-06],0.8519934247720706,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2899 0.095  0.0527]
91,1.82,[-0.0001],[-1.0364e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.29   0.0951 0.0528],-1.9582593245606852,-180.32374811470183,False,[1.7001],[0.9322 0.7507 0.8667 0.7102 0.905  0.9473],[0.0006 0.0006 0.0006 0.2898 0.095  0.0527],[6.7232e-02 2.4878e-01 1.3278e-01 7.1414e-07 1.3241e-06 1.5376e-06],0.8520051760969144,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2898 0.095  0.0527]
92,1.84,[-0.0001],[-1.0364e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.29   0.0951 0.0528],-1.958214008345041,-182.28196212304687,False,[1.7001],[0.9322 0.7507 0.8667 0.7102 0.905  0.9473],[0.0006 0.0006 0.0006 0.2898 0.095  0.0527],[6.7233e-02 2.4878e-01 1.3279e-01 7.1424e-07 1.3242e-06 1.5377e-06],0.8520169251196984,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2898 0.095  0.0527]
93,1.86,[-0.0001],[-1.0364e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2899 0.095  0.0528],-1.9581686991319789,-184.24013082217886,False,[1.7001],[0.9322 0.7507 0.8667 0.7103 0.9051 0.9473],[0.0006 0.0006 0.0006 0.2897 0.0949 0.0527],[6.7235e-02 2.4878e-01 1.3279e-01 7.1436e-07 1.3242e-06 1.5377e-06],0.852028671840848,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2897 0.0949 0.0527]
94,1.8800000000000001,[-0.0001],[-1.0364e-06],[-0.0008  0.2104  0.1262  0.1169  0.3197  0.259   0.1117],[0.001  0.001  0.001  0.2899 0.095  0.0528],-1.9581234000076224,-186.19825422218648,False,[1.7001],[0.9322 0.7507 0.8667 0.7103 0.9051 0.9473],[0.0006 0.0006 0.0006 0.2897 0.0949 0.0527],[6.7237e-02 2.4878e-01 1.3279e-01 7.1447e-07 1.3243e-06 1.5378e-06],0.8520404162607867,0.7579595287238772,2.3079500752261346,[0.     0.0006 0.0006 0.0006 0.2897 0.0949 0.0527]
